# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 8625147750795
#
# Children      Self  Command          Shared Object               Symbol                                                                                                                                                                     
# ........  ........  ...............  ..........................  ...........................................................................................................................................................................
#
     0.00%     0.00%  kworker/21:1H-k  [kernel.kallsyms]           [k] schedule
     0.00%     0.00%  kworker/25:0     [kernel.kallsyms]           [k] ext4_dio_write_end_io
     0.00%     0.00%  kworker/21:0     [kernel.kallsyms]           [k] aio_complete
     0.00%     0.00%  kworker/13:2     [kernel.kallsyms]           [k] aio_complete
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d7933f
     0.00%     0.00%  kworker/16:3     [kernel.kallsyms]           [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/16:3     [kernel.kallsyms]           [k] ext4_dio_write_end_io
     0.00%     0.00%  kworker/20:1-di  [kernel.kallsyms]           [k] update_curr
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] __update_load_avg_se
     0.00%     0.00%  top              [kernel.kallsyms]           [k] do_open
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9f300
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000704552
     0.00%     0.00%  kworker/1:6      [kernel.kallsyms]           [k] asm_common_interrupt
     0.00%     0.00%  kworker/1:6      [kernel.kallsyms]           [k] common_interrupt
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000a95141
     0.00%     0.00%  kworker/29:1-di  [kernel.kallsyms]           [k] __ext4_mark_inode_dirty
     0.00%     0.00%  kworker/16:0-di  [kernel.kallsyms]           [k] aio_complete_rw
     0.00%     0.00%  kworker/23:1H-k  [kernel.kallsyms]           [k] __schedule
     0.00%     0.00%  kworker/23:1H-k  [kernel.kallsyms]           [k] schedule
     0.00%     0.00%  kworker/1:1      [kernel.kallsyms]           [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/1:1      [kernel.kallsyms]           [k] ext4_dio_write_end_io
     0.00%     0.00%  kworker/29:1-di  [kernel.kallsyms]           [k] __update_load_avg_se
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9c722
     0.00%     0.00%  kworker/16:2     [kernel.kallsyms]           [k] worker_thread
     0.00%     0.00%  kworker/16:2     [kernel.kallsyms]           [k] kthread
     0.00%     0.00%  kworker/16:2     [kernel.kallsyms]           [k] ret_from_fork
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9db16
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]           [k] __switch_to_asm
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cb1637
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9dac1
     0.00%     0.00%  kworker/30:1-di  [kernel.kallsyms]           [k] kfree
     0.00%     0.00%  irqbalance       [kernel.kallsyms]           [k] do_dentry_open
     0.00%     0.00%  irqbalance       [kernel.kallsyms]           [k] do_open
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN14Arg_comparator16set_cmp_func_intEP3THD
     0.00%     0.00%  kworker/12:3     [kernel.kallsyms]           [k] schedule
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]           [k] aio_complete
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] rcu_core
     0.00%     0.00%  kworker/1:6      [kernel.kallsyms]           [k] __switch_to
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d10f00
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d71027
     0.00%     0.00%  kworker/28:1-di  [kernel.kallsyms]           [k] aio_complete_rw
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] __hrtimer_next_event_base
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cf8de8
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] bio_free
     0.00%     0.00%  kworker/13:6     [kernel.kallsyms]           [k] update_load_avg
     0.00%     0.00%  kworker/14:1     [kernel.kallsyms]           [k] update_load_avg
     0.00%     0.00%  kworker/13:6     [kernel.kallsyms]           [k] select_idle_cpu
     0.00%     0.00%  kworker/31:1H-k  [kernel.kallsyms]           [k] sbitmap_any_bit_set
     0.00%     0.00%  kworker/3:2-mm_  [kernel.kallsyms]           [k] select_idle_cpu
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] __common_interrupt
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] common_interrupt
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] handle_edge_irq
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] update_rq_clock_task
     0.00%     0.00%  kworker/24:4     [kernel.kallsyms]           [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/24:4     [kernel.kallsyms]           [k] ext4_dio_write_end_io
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] rw_verify_area
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000020a29
     0.00%     0.00%  kworker/8:1      [kernel.kallsyms]           [k] __switch_to
     0.00%     0.00%  kworker/12:2-di  [kernel.kallsyms]           [k] check_preempt_curr
     0.00%     0.00%  kworker/12:2-di  [kernel.kallsyms]           [k] ttwu_do_wakeup
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9c8ca
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c803fd
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000dd4288
     0.00%     0.00%  kworker/14:1     [kernel.kallsyms]           [k] check_preempt_curr
     0.00%     0.00%  kworker/14:1     [kernel.kallsyms]           [k] ttwu_do_wakeup
     0.00%     0.00%  top              [kernel.kallsyms]           [k] __do_sys_newstat
     0.00%     0.00%  top              [kernel.kallsyms]           [k] vfs_statx
     0.00%     0.00%  kworker/2:3      [kernel.kallsyms]           [k] dequeue_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cd0477
     0.00%     0.00%  kworker/20:1-di  [kernel.kallsyms]           [k] ttwu_queue_wakelist
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca6f30
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca92b8
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9d521
     0.00%     0.00%  kworker/0:1H-kb  [kernel.kallsyms]           [k] sbitmap_any_bit_set
     0.00%     0.00%  kworker/4:4      [kernel.kallsyms]           [k] kmem_cache_free
     0.00%     0.00%  tclsh8.6         libtcl8.6.so                [.] TclThreadAllocObj
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca3f81
     0.00%     0.00%  kworker/1:0-dio  [kernel.kallsyms]           [k] select_task_rq_fair
     0.00%     0.00%  kworker/11:0-di  [kernel.kallsyms]           [k] wake_affine
     0.00%     0.00%  kworker/27:3-di  [kernel.kallsyms]           [k] ttwu_do_wakeup
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]           [k] set_next_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d094de
     0.00%     0.00%  tclsh8.6         libtcl8.6.so                [.] TclPushProcCallFrame
     0.00%     0.00%  kworker/26:4-di  [kernel.kallsyms]           [k] kmem_cache_free
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] ttwu_queue_wakelist
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d29860
     0.00%     0.00%  kworker/5:6      [kernel.kallsyms]           [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/5:0      [kernel.kallsyms]           [k] __schedule
     0.00%     0.00%  kworker/5:0      [kernel.kallsyms]           [k] schedule
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d7ce24
     0.00%     0.00%  kworker/31:3     [kernel.kallsyms]           [k] select_idle_sibling
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN13st_select_lex18update_used_tablesEv
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca74b3
     0.00%     0.00%  kworker/10:4-di  [kernel.kallsyms]           [k] update_cfs_rq_h_load
     0.00%     0.00%  kworker/10:4-di  [kernel.kallsyms]           [k] wake_affine_weight
     0.00%     0.00%  kworker/30:1-di  [kernel.kallsyms]           [k] blk_update_request
     0.00%     0.00%  kworker/30:1-di  [kernel.kallsyms]           [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/30:1-di  [kernel.kallsyms]           [k] blk_mq_end_request
     0.00%     0.00%  kworker/30:1-di  [kernel.kallsyms]           [k] handle_irq_event
     0.00%     0.00%  kworker/30:1-di  [kernel.kallsyms]           [k] nvme_irq
     0.00%     0.00%  kworker/30:1-di  [kernel.kallsyms]           [k] nvme_process_cq
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca0012
     0.00%     0.00%  kworker/9:2-dio  [kernel.kallsyms]           [k] check_preempt_curr
     0.00%     0.00%  kworker/9:2-dio  [kernel.kallsyms]           [k] ttwu_do_wakeup
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] __switch_to
     0.00%     0.00%  kworker/2:0-dio  [kernel.kallsyms]           [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/10:4-di  [kernel.kallsyms]           [k] strnlen
     0.00%     0.00%  kworker/5:7      [kernel.kallsyms]           [k] aio_complete
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d1348e
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000a953b4
     0.00%     0.00%  ksoftirqd/3      [kernel.kallsyms]           [k] update_blocked_averages
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN3LEX18need_correct_identEv
     0.00%     0.00%  kworker/25:3-di  [kernel.kallsyms]           [k] default_send_IPI_single_phys
     0.00%     0.00%  kworker/14:2-ev  [kernel.kallsyms]           [k] kmem_cache_free
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN4JOIN7cleanupEb
     0.00%     0.00%  kworker/2:1-dio  [kernel.kallsyms]           [k] select_idle_cpu
     0.00%     0.00%  kworker/31:2-di  [kernel.kallsyms]           [k] dequeue_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] _Z20find_field_in_tablesP3THDP10Item_identP10TABLE_LISTS4_P4ListIS3_EPP4Item27find_item_error_report_typebb
     0.00%     0.00%  kworker/1:6      [kernel.kallsyms]           [k] ttwu_queue_wakelist
     0.00%     0.00%  kworker/16:3     [kernel.kallsyms]           [k] ttwu_queue_wakelist
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000017acd
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] __errno_location@plt
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN10Item_equal18fix_length_and_decEv
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ce39d3
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x00000000000254cd
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccf5c2
     0.00%     0.00%  kworker/16:0     [kernel.kallsyms]           [k] set_next_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9bb3d
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d39f1f
     0.00%     0.00%  kworker/1:6      [kernel.kallsyms]           [k] check_preempt_curr
     0.00%     0.00%  kworker/1:6      [kernel.kallsyms]           [k] ttwu_do_wakeup
     0.00%     0.00%  kworker/14:1     [kernel.kallsyms]           [k] dequeue_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca70ef
     0.00%     0.00%  tclsh8.6         libtcl8.6.so                [.] UtfToUtfProc.isra.0
     0.00%     0.00%  kworker/29:1-di  [kernel.kallsyms]           [k] strscpy
     0.00%     0.00%  kworker/0:0      [kernel.kallsyms]           [k] finish_task_switch.isra.0
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]           [k] dequeue_task_fair
     0.00%     0.00%  kworker/29:1-di  [kernel.kallsyms]           [k] asm_common_interrupt
     0.00%     0.00%  kworker/29:1-di  [kernel.kallsyms]           [k] common_interrupt
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] tlb_finish_mmu
     0.00%     0.00%  kworker/0:0      [kernel.kallsyms]           [k] check_preempt_curr
     0.00%     0.00%  kworker/12:2-di  [kernel.kallsyms]           [k] available_idle_cpu
     0.00%     0.00%  kworker/12:1     [kernel.kallsyms]           [k] select_task_rq_fair
     0.00%     0.00%  kworker/29:1-di  [kernel.kallsyms]           [k] default_send_IPI_single_phys
     0.00%     0.00%  kworker/17:0-di  [kernel.kallsyms]           [k] set_next_entity
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] do_anonymous_page
     0.00%     0.00%  mariadbd         mariadbd                    [.] my_hash_sort
     0.00%     0.00%  kworker/29:1-di  [kernel.kallsyms]           [k] native_sched_clock
     0.00%     0.00%  kworker/29:1-di  [kernel.kallsyms]           [k] sched_clock_cpu
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d39ee2
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] kick_ilb
     0.00%     0.00%  kworker/19:5     [kernel.kallsyms]           [k] nvme_process_cq
     0.00%     0.00%  kworker/19:5     [kernel.kallsyms]           [k] __common_interrupt
     0.00%     0.00%  kworker/19:5     [kernel.kallsyms]           [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/19:5     [kernel.kallsyms]           [k] handle_edge_irq
     0.00%     0.00%  kworker/19:5     [kernel.kallsyms]           [k] handle_irq_event
     0.00%     0.00%  kworker/19:5     [kernel.kallsyms]           [k] nvme_irq
     0.00%     0.00%  kworker/8:0-dio  [kernel.kallsyms]           [k] dequeue_entity
     0.00%     0.00%  kworker/9:1      [kernel.kallsyms]           [k] update_curr
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da1d1a
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cd0ac1
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] ttwu_do_activate
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] account_system_index_time
     0.00%     0.00%  kworker/14:1H-k  [kernel.kallsyms]           [k] __blk_mq_delay_run_hw_queue
     0.00%     0.00%  kworker/14:1H-k  [kernel.kallsyms]           [k] __blk_mq_run_hw_queue
     0.00%     0.00%  kworker/14:1H-k  [kernel.kallsyms]           [k] __blk_mq_sched_dispatch_requests
     0.00%     0.00%  kworker/14:1H-k  [kernel.kallsyms]           [k] blk_mq_sched_dispatch_requests
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]           [k] smpboot_thread_fn
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]           [k] kthread
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]           [k] ret_from_fork
     0.00%     0.00%  kworker/15:3     [kernel.kallsyms]           [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/26:0     [kernel.kallsyms]           [k] enqueue_task_fair
     0.00%     0.00%  kworker/26:0     [kernel.kallsyms]           [k] ttwu_do_activate
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]           [k] __writeback_inodes_wb
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]           [k] __writeback_single_inode
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]           [k] do_writepages
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]           [k] writeback_sb_inodes
     0.00%     0.00%  tuned            [kernel.kallsyms]           [k] do_syscall_64
     0.00%     0.00%  tuned            [kernel.kallsyms]           [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  kworker/24:2-di  [kernel.kallsyms]           [k] kmem_cache_free
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9f4c3
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000de54b1
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN5tpool4task7add_refEv
     0.00%     0.00%  kworker/21:1     [kernel.kallsyms]           [k] aio_complete
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000020da8
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d7a2a5
     0.00%     0.00%  kworker/18:1-di  [kernel.kallsyms]           [k] asm_common_interrupt
     0.00%     0.00%  kworker/18:1-di  [kernel.kallsyms]           [k] common_interrupt
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] ext4_ext_correct_indexes
     0.00%     0.00%  kworker/1:0      [kernel.kallsyms]           [k] __schedule
     0.00%     0.00%  kworker/12:1     [kernel.kallsyms]           [k] __switch_to
     0.00%     0.00%  kworker/3:2-mm_  [kernel.kallsyms]           [k] __ext4_mark_inode_dirty
     0.00%     0.00%  kworker/7:4      [kernel.kallsyms]           [k] ttwu_queue_wakelist
     0.00%     0.00%  kworker/5:7      [kernel.kallsyms]           [k] asm_common_interrupt
     0.00%     0.00%  kworker/5:7      [kernel.kallsyms]           [k] common_interrupt
     0.00%     0.00%  top              [kernel.kallsyms]           [k] exit_to_user_mode_loop
     0.00%     0.00%  top              [kernel.kallsyms]           [k] exit_to_user_mode_prepare
     0.00%     0.00%  top              [kernel.kallsyms]           [k] task_work_run
     0.00%     0.00%  kworker/7:1H-kb  [kernel.kallsyms]           [k] __blk_mq_delay_run_hw_queue
     0.00%     0.00%  kworker/7:1H-kb  [kernel.kallsyms]           [k] __blk_mq_run_hw_queue
     0.00%     0.00%  kworker/7:1H-kb  [kernel.kallsyms]           [k] __blk_mq_sched_dispatch_requests
     0.00%     0.00%  kworker/7:1H-kb  [kernel.kallsyms]           [k] blk_mq_sched_dispatch_requests
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c30887
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d78e98
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] crc_120
     0.00%     0.00%  kworker/16:4     [kernel.kallsyms]           [k] update_curr
     0.00%     0.00%  kworker/9:2-dio  [kernel.kallsyms]           [k] ext4_convert_unwritten_extents
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000b99917
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN5Field25sp_prepare_and_store_itemEP3THDPP4Item
     0.00%     0.00%  kworker/23:2-di  [kernel.kallsyms]           [k] ext4_ext_map_blocks
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da2279
     0.00%     0.00%  kworker/8:0-dio  [kernel.kallsyms]           [k] enqueue_entity
     0.00%     0.00%  kworker/5:7      [kernel.kallsyms]           [k] pick_next_task_fair
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] __default_send_IPI_dest_field
     0.00%     0.00%  kworker/24:2-di  [kernel.kallsyms]           [k] kfree
     0.00%     0.00%  top              [kernel.kallsyms]           [k] open_last_lookups
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d77457
     0.00%     0.00%  kworker/12:0-di  [kernel.kallsyms]           [k] ttwu_do_activate
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccd42e
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccf830
     0.00%     0.00%  kworker/31:2-di  [kernel.kallsyms]           [k] select_idle_sibling
     0.00%     0.00%  mariadbd         mariadbd                    [.] _Z19check_stack_overrunP3THDlPh
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]           [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/16:3     [kernel.kallsyms]           [k] pick_next_task_fair
     0.00%     0.00%  kworker/11:5     [kernel.kallsyms]           [k] check_preempt_curr
     0.00%     0.00%  kworker/11:5     [kernel.kallsyms]           [k] ttwu_do_wakeup
     0.00%     0.00%  kworker/4:4      [kernel.kallsyms]           [k] __switch_to
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d705ec
     0.00%     0.00%  kworker/14:2-ev  [kernel.kallsyms]           [k] select_idle_cpu
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9e697
     0.00%     0.00%  kworker/4:4      [kernel.kallsyms]           [k] __update_load_avg_cfs_rq
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9ee40
     0.00%     0.00%  kworker/4:4      [kernel.kallsyms]           [k] __rdgsbase_inactive
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]           [k] set_next_entity
     0.00%     0.00%  kworker/21:0     [kernel.kallsyms]           [k] enqueue_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da175e
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]           [k] select_idle_sibling
     0.00%     0.00%  kworker/19:5     [kernel.kallsyms]           [k] available_idle_cpu
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c47b61
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cb1647
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccd21b
     0.00%     0.00%  kworker/10:4-di  [kernel.kallsyms]           [k] __common_interrupt
     0.00%     0.00%  kworker/10:4-di  [kernel.kallsyms]           [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/10:4-di  [kernel.kallsyms]           [k] asm_common_interrupt
     0.00%     0.00%  kworker/10:4-di  [kernel.kallsyms]           [k] common_interrupt
     0.00%     0.00%  kworker/10:4-di  [kernel.kallsyms]           [k] handle_edge_irq
     0.00%     0.00%  kworker/10:4-di  [kernel.kallsyms]           [k] handle_irq_event
     0.00%     0.00%  kworker/10:4-di  [kernel.kallsyms]           [k] nvme_irq
     0.00%     0.00%  kworker/10:4-di  [kernel.kallsyms]           [k] nvme_process_cq
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccf660
     0.00%     0.00%  kworker/14:2-ev  [kernel.kallsyms]           [k] ttwu_queue_wakelist
     0.00%     0.00%  kworker/12:0-di  [kernel.kallsyms]           [k] available_idle_cpu
     0.00%     0.00%  kworker/8:2      [kernel.kallsyms]           [k] autoremove_wake_function
     0.00%     0.00%  kworker/8:2      [kernel.kallsyms]           [k] __wake_up_common
     0.00%     0.00%  kworker/8:2      [kernel.kallsyms]           [k] __wake_up_common_lock
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] scheduler_tick
     0.00%     0.00%  perf             [kernel.kallsyms]           [k] grab_cache_page_write_begin
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]           [k] select_idle_cpu
     0.00%     0.00%  kworker/25:1H-k  [kernel.kallsyms]           [k] blk_mq_requeue_work
     0.00%     0.00%  top              [kernel.kallsyms]           [k] next_tgid
     0.00%     0.00%  kworker/23:2-di  [kernel.kallsyms]           [k] __list_del_entry_valid
     0.00%     0.00%  kworker/26:4-di  [kernel.kallsyms]           [k] ttwu_queue_wakelist
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9f15d
     0.00%     0.00%  kworker/4:0      [kernel.kallsyms]           [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/8:0-dio  [kernel.kallsyms]           [k] wake_affine
     0.00%     0.00%  kworker/31:3     [kernel.kallsyms]           [k] iomap_dio_complete
     0.00%     0.00%  kworker/31:3     [kernel.kallsyms]           [k] iomap_dio_complete_work
     0.00%     0.00%  kworker/31:3     [kernel.kallsyms]           [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/11:0-di  [kernel.kallsyms]           [k] available_idle_cpu
     0.00%     0.00%  irqbalance       [kernel.kallsyms]           [k] memcpy
     0.00%     0.00%  kworker/19:5     [kernel.kallsyms]           [k] ext4_convert_unwritten_extents
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d778b3
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000024806
     0.00%     0.00%  kworker/18:1-di  [kernel.kallsyms]           [k] update_cfs_group
     0.00%     0.00%  kworker/20:1     [kernel.kallsyms]           [k] select_idle_cpu
     0.00%     0.00%  kworker/20:1     [kernel.kallsyms]           [k] select_idle_sibling
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000017ad6
     0.00%     0.00%  mariadbd         [vdso]                      [.] 0x0000000000000800
     0.00%     0.00%  kworker/25:0     [kernel.kallsyms]           [k] ttwu_do_wakeup
     0.00%     0.00%  mariadbd         mariadbd                    [.] decimal2string
     0.00%     0.00%  irqbalance       [kernel.kallsyms]           [k] cpumask_next
     0.00%     0.00%  kswapd0          [kernel.kallsyms]           [k] uncharge_batch
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000a955a5
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]           [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/14:2-ev  [kernel.kallsyms]           [k] ext4_convert_unwritten_extents
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d7a2a3
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000025678
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]           [k] enqueue_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccf844
     0.00%     0.00%  kworker/16:4     [kernel.kallsyms]           [k] ext4_convert_unwritten_extents
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cd01e4
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000dcdf8a
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]           [k] enqueue_task_fair
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]           [k] ttwu_do_activate
     0.00%     0.00%  kworker/5:0-dio  [kernel.kallsyms]           [k] _raw_spin_lock
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x00000000006b8730
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] select_idle_cpu
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN12Item_splocal10check_colsEj
     0.00%     0.00%  kworker/19:0-mm  [kernel.kallsyms]           [k] finish_task_switch.isra.0
     0.00%     0.00%  kworker/12:2-di  [kernel.kallsyms]           [k] pick_next_task_fair
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9f151
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d39e8e
     0.00%     0.00%  kworker/12:5     [kernel.kallsyms]           [k] process_one_work
     0.00%     0.00%  kworker/0:0      [kernel.kallsyms]           [k] select_idle_cpu
     0.00%     0.00%  kworker/0:0      [kernel.kallsyms]           [k] select_idle_sibling
     0.00%     0.00%  kworker/11:0-di  [kernel.kallsyms]           [k] enqueue_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9d587
     0.00%     0.00%  kworker/20:1-di  [kernel.kallsyms]           [k] blk_mq_end_request
     0.00%     0.00%  kworker/20:1-di  [kernel.kallsyms]           [k] blk_update_request
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d7943a
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x000000000001a734
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d1bfe3
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d4e6e3
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9f854
     0.00%     0.00%  kworker/14:2-ev  [kernel.kallsyms]           [k] bit_cursor
     0.00%     0.00%  kswapd0          [kernel.kallsyms]           [k] page_mapped
     0.00%     0.00%  mariadbd         libstdc++.so.6.0.25         [.] _ZSt18_Rb_tree_incrementPSt18_Rb_tree_node_base
     0.00%     0.00%  kworker/21:1     [kernel.kallsyms]           [k] __schedule
