# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 7766896326368
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    41.11%     0.34%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    38.78%     0.47%  java             [kernel.kallsyms]  [k] exc_page_fault
    35.35%     0.46%  java             [kernel.kallsyms]  [k] do_user_addr_fault
    28.61%     1.18%  java             [kernel.kallsyms]  [k] handle_mm_fault
    24.88%     5.56%  java             [kernel.kallsyms]  [k] __handle_mm_fault
    16.32%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    16.31%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
    15.21%     0.34%  java             [kernel.kallsyms]  [k] migrate_misplaced_page
    12.29%     0.83%  java             [kernel.kallsyms]  [k] migrate_pages
    12.12%     0.11%  LocalJobRunner   [kernel.kallsyms]  [k] asm_exc_page_fault
    11.08%     0.08%  LocalJobRunner   [kernel.kallsyms]  [k] exc_page_fault
    10.44%     0.14%  LocalJobRunner   [kernel.kallsyms]  [k] do_user_addr_fault
     9.72%     0.24%  LocalJobRunner   [kernel.kallsyms]  [k] handle_mm_fault
     8.98%     1.01%  LocalJobRunner   [kernel.kallsyms]  [k] __handle_mm_fault
     8.03%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_write
     8.03%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_write
     8.03%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_write
     8.02%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_write
     8.02%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_write_iter
     8.02%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     8.00%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] generic_perform_write
     7.05%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_read
     7.05%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_read
     7.04%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_read
     7.04%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_read
     7.04%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_read_iter
     7.04%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] generic_file_read_iter
     7.04%     0.12%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_read
     6.88%     6.62%  LocalJobRunner   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     4.95%     4.91%  java             [kernel.kallsyms]  [k] down_read_trylock
     4.57%     0.15%  LocalJobRunner   [kernel.kallsyms]  [k] __alloc_pages
     4.40%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     4.39%     0.35%  LocalJobRunner   [kernel.kallsyms]  [k] get_page_from_freelist
