# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 6948130274913
#
# Children      Self  Command          Shared Object      Symbol                                        
# ........  ........  ...............  .................  ..............................................
#
    68.65%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    68.65%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    68.31%     0.21%  swapper          [kernel.kallsyms]  [k] do_idle
    66.78%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    65.21%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    65.10%     0.24%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    59.59%    57.95%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
     3.78%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] do_syscall_64
     3.78%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     3.69%     3.39%  swapper          [kernel.kallsyms]  [k] poll_idle
     3.56%     0.00%  kswapd0          [kernel.kallsyms]  [k] balance_pgdat
     3.56%     0.00%  kswapd0          [kernel.kallsyms]  [k] kswapd
     3.56%     0.00%  kswapd0          [kernel.kallsyms]  [k] kthread
     3.56%     0.00%  kswapd0          [kernel.kallsyms]  [k] ret_from_fork
     3.56%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_node
     3.41%     0.00%  kswapd0          [kernel.kallsyms]  [k] evict_pages
     3.41%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_lruvec
     3.29%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] asm_exc_page_fault
     3.29%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] exc_page_fault
     3.25%     0.02%  Native-Transpor  [kernel.kallsyms]  [k] do_user_addr_fault
     3.13%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] handle_mm_fault
     3.12%     0.10%  Native-Transpor  [kernel.kallsyms]  [k] __handle_mm_fault
     2.90%     0.05%  Native-Transpor  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     2.90%     0.11%  kswapd0          [kernel.kallsyms]  [k] shrink_page_list
     2.84%     0.06%  Native-Transpor  [kernel.kallsyms]  [k] do_syscall_64
     2.74%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __x64_sys_fadvise64
     2.74%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] generic_fadvise
     2.74%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] ksys_fadvise64_64
     2.41%     0.05%  NonPeriodicTask  [kernel.kallsyms]  [k] __invalidate_mapping_pages
     2.15%     0.00%  kswapd1          [kernel.kallsyms]  [k] balance_pgdat
     2.15%     0.00%  kswapd1          [kernel.kallsyms]  [k] kswapd
     2.15%     0.00%  kswapd1          [kernel.kallsyms]  [k] kthread
     2.15%     0.00%  kswapd1          [kernel.kallsyms]  [k] ret_from_fork
     2.09%     0.00%  kswapd1          [kernel.kallsyms]  [k] shrink_node
     2.06%     0.00%  kswapd1          [kernel.kallsyms]  [k] evict_pages
     2.06%     0.00%  kswapd1          [kernel.kallsyms]  [k] shrink_lruvec
     2.00%     2.00%  swapper          [unknown]          [.] 0000000000000000
     2.00%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] filemap_fault
     2.00%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __do_fault
     1.93%     0.12%  Native-Transpor  [kernel.kallsyms]  [k] __x64_sys_futex
     1.88%     0.00%  swapper          [kernel.kallsyms]  [k] arch_call_rest_init
     1.88%     0.00%  swapper          [kernel.kallsyms]  [k] rest_init
     1.88%     0.00%  swapper          [kernel.kallsyms]  [k] start_kernel
     1.88%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_kernel
     1.88%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_reservations
     1.82%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] page_cache_ra_unbounded
     1.80%     0.29%  kswapd1          [kernel.kallsyms]  [k] shrink_page_list
     1.74%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] do_futex
     1.60%     0.10%  Native-Transpor  [kernel.kallsyms]  [k] futex_wait
     1.59%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] do_page_cache_ra
     1.50%     0.00%  swapper          [kernel.kallsyms]  [k] schedule_idle
     1.49%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] invalidate_mapping_pages
     1.43%     0.24%  swapper          [kernel.kallsyms]  [k] __schedule
     1.32%     1.28%  NonPeriodicTask  [kernel.kallsyms]  [k] find_lock_entries
     1.27%     0.02%  Native-Transpor  [kernel.kallsyms]  [k] futex_wait_queue_me
     1.19%     0.00%  kswapd0          [kernel.kallsyms]  [k] rmap_walk
     1.19%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] invalidate_mapping_pagevec
     1.15%     0.02%  Native-Transpor  [kernel.kallsyms]  [k] schedule
     1.11%     0.02%  cluster1-nio-wo  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     1.11%     0.16%  Native-Transpor  [kernel.kallsyms]  [k] __schedule
     1.11%     0.03%  swapper          [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     1.09%     0.22%  NonPeriodicTask  [kernel.kallsyms]  [k] deactivate_file_page
     1.09%     0.01%  cluster1-nio-wo  [kernel.kallsyms]  [k] do_syscall_64
     1.06%     0.00%  kswapd0          [kernel.kallsyms]  [k] rmap_walk_file
     1.04%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __vm_munmap
     1.04%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __x64_sys_munmap
     1.03%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __do_munmap
     1.03%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_region
     1.00%     0.02%  epollEventLoopG  [kernel.kallsyms]  [k] do_syscall_64
     1.00%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.96%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_single_vma
     0.96%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_vmas
     0.94%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_select
     0.92%     0.05%  swapper          [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.90%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] __x64_sys_writev
     0.90%     0.50%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_page_range
     0.89%     0.50%  swapper          [kernel.kallsyms]  [k] menu_select
