# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 9537842930095
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    37.55%     0.31%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    35.72%     0.49%  java             [kernel.kallsyms]  [k] exc_page_fault
    32.18%     0.40%  java             [kernel.kallsyms]  [k] do_user_addr_fault
    24.83%     1.27%  java             [kernel.kallsyms]  [k] handle_mm_fault
    20.51%     5.24%  java             [kernel.kallsyms]  [k] __handle_mm_fault
    17.37%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    17.35%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
    11.21%     0.17%  java             [kernel.kallsyms]  [k] migrate_misplaced_page
     9.96%     0.10%  LocalJobRunner   [kernel.kallsyms]  [k] asm_exc_page_fault
     9.81%     0.70%  java             [kernel.kallsyms]  [k] migrate_pages
     9.08%     0.07%  LocalJobRunner   [kernel.kallsyms]  [k] exc_page_fault
     8.56%     0.13%  LocalJobRunner   [kernel.kallsyms]  [k] do_user_addr_fault
     8.37%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_write
     8.37%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_write
     8.37%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_write
     8.36%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_write
     8.36%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_write_iter
     8.36%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     8.34%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] generic_perform_write
     8.15%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     8.15%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] do_syscall_64
     7.98%     0.18%  LocalJobRunner   [kernel.kallsyms]  [k] handle_mm_fault
     7.78%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __x64_sys_read
     7.78%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ksys_read
     7.78%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] vfs_read
     7.78%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] new_sync_read
     7.78%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] generic_file_read_iter
     7.78%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ext4_file_read_iter
     7.78%     0.04%  localfetcher#1   [kernel.kallsyms]  [k] filemap_read
     7.68%     7.54%  LocalJobRunner   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     7.31%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_read
     7.31%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_read
     7.31%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_read
     7.30%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_read
     7.30%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_read_iter
     7.30%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] generic_file_read_iter
     7.30%     0.14%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_read
     7.24%     0.88%  LocalJobRunner   [kernel.kallsyms]  [k] __handle_mm_fault
     5.93%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
     5.93%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
     5.91%     0.01%  swapper          [kernel.kallsyms]  [k] do_idle
     5.80%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
     5.57%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
     5.57%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
     5.47%     5.46%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
     5.39%     5.35%  java             [kernel.kallsyms]  [k] down_read_trylock
     4.55%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] filemap_get_pages
     4.48%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ondemand_readahead
     4.47%     0.03%  localfetcher#1   [kernel.kallsyms]  [k] page_cache_ra_unbounded
     4.38%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] page_cache_async_ra
     3.91%     0.10%  LocalJobRunner   [kernel.kallsyms]  [k] __alloc_pages
     3.87%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     3.83%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     3.79%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_da_write_begin
     3.79%     0.31%  LocalJobRunner   [kernel.kallsyms]  [k] get_page_from_freelist
     3.67%     0.07%  localfetcher#1   [kernel.kallsyms]  [k] add_to_page_cache_lru
     3.32%     0.08%  LocalJobRunner   [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     3.32%     0.02%  java             [kernel.kallsyms]  [k] move_to_new_page
     3.29%     0.01%  java             [kernel.kallsyms]  [k] migrate_page
     3.19%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] irqentry_exit
     3.18%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     3.10%     1.29%  localfetcher#1   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     3.01%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] grab_cache_page_write_begin
