# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 6696247039265
#
# Children      Self  Command          Shared Object      Symbol                                        
# ........  ........  ...............  .................  ..............................................
#
    69.39%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    69.37%     0.02%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    69.26%     0.13%  swapper          [kernel.kallsyms]  [k] do_idle
    68.08%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    66.44%     0.02%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    66.36%     0.11%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    62.56%    61.06%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
     4.62%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] do_syscall_64
     4.62%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     3.94%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __x64_sys_fadvise64
     3.94%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] generic_fadvise
     3.94%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] ksys_fadvise64_64
     3.63%     0.06%  NonPeriodicTask  [kernel.kallsyms]  [k] __invalidate_mapping_pages
     3.32%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     3.24%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] do_syscall_64
     3.15%     0.00%  kswapd0          [kernel.kallsyms]  [k] balance_pgdat
     3.15%     0.00%  kswapd0          [kernel.kallsyms]  [k] kswapd
     3.15%     0.00%  kswapd0          [kernel.kallsyms]  [k] kthread
     3.15%     0.00%  kswapd0          [kernel.kallsyms]  [k] ret_from_fork
     3.10%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_node
     3.00%     0.01%  kswapd0          [kernel.kallsyms]  [k] evict_pages
     3.00%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_lruvec
     2.57%     0.07%  kswapd0          [kernel.kallsyms]  [k] shrink_page_list
     2.46%     2.25%  NonPeriodicTask  [kernel.kallsyms]  [k] find_lock_entries
     2.45%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] asm_exc_page_fault
     2.40%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] do_user_addr_fault
     2.40%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] exc_page_fault
     2.34%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] handle_mm_fault
     2.33%     0.00%  kswapd1          [kernel.kallsyms]  [k] balance_pgdat
     2.33%     0.00%  kswapd1          [kernel.kallsyms]  [k] kswapd
     2.33%     0.00%  kswapd1          [kernel.kallsyms]  [k] kthread
     2.33%     0.00%  kswapd1          [kernel.kallsyms]  [k] ret_from_fork
     2.31%     0.05%  Native-Transpor  [kernel.kallsyms]  [k] __handle_mm_fault
     2.30%     0.11%  Native-Transpor  [kernel.kallsyms]  [k] __x64_sys_futex
     2.30%     2.11%  swapper          [kernel.kallsyms]  [k] poll_idle
     2.29%     0.00%  kswapd1          [kernel.kallsyms]  [k] shrink_node
     2.27%     0.01%  kswapd1          [kernel.kallsyms]  [k] evict_pages
     2.27%     0.00%  kswapd1          [kernel.kallsyms]  [k] shrink_lruvec
     2.20%     0.06%  Native-Transpor  [kernel.kallsyms]  [k] do_futex
     2.01%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __do_fault
     2.01%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] filemap_fault
     2.01%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] invalidate_mapping_pagevec
     1.93%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] page_cache_ra_unbounded
     1.92%     0.10%  kswapd1          [kernel.kallsyms]  [k] shrink_page_list
     1.91%     0.10%  Native-Transpor  [kernel.kallsyms]  [k] futex_wait
     1.86%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] invalidate_mapping_pages
     1.73%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] schedule
     1.66%     0.13%  Native-Transpor  [kernel.kallsyms]  [k] __schedule
     1.64%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] do_page_cache_ra
     1.56%     1.56%  swapper          [unknown]          [.] 0000000000000000
     1.54%     0.02%  cluster1-nio-wo  [kernel.kallsyms]  [k] do_syscall_64
     1.54%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     1.39%     0.08%  Native-Transpor  [kernel.kallsyms]  [k] futex_wait_queue_me
     1.34%     0.07%  swapper          [kernel.kallsyms]  [k] schedule_idle
     1.31%     0.00%  swapper          [kernel.kallsyms]  [k] arch_call_rest_init
     1.31%     0.00%  swapper          [kernel.kallsyms]  [k] rest_init
     1.31%     0.00%  swapper          [kernel.kallsyms]  [k] start_kernel
     1.31%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_kernel
     1.31%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_reservations
     1.25%     0.23%  swapper          [kernel.kallsyms]  [k] __schedule
     1.05%     0.04%  kswapd0          [kernel.kallsyms]  [k] rmap_walk_file
     1.05%     0.00%  kswapd0          [kernel.kallsyms]  [k] rmap_walk
