# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 8339151773912
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    27.68%     0.28%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    25.53%     0.27%  java             [kernel.kallsyms]  [k] exc_page_fault
    23.45%     0.37%  java             [kernel.kallsyms]  [k] do_user_addr_fault
    23.36%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    23.35%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
    19.56%     0.68%  java             [kernel.kallsyms]  [k] handle_mm_fault
    16.66%     3.43%  java             [kernel.kallsyms]  [k] __handle_mm_fault
    13.69%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_read
    13.69%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_read
    13.68%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_read
    13.68%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_read
    13.68%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_read_iter
    13.68%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] generic_file_read_iter
    13.68%     0.12%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_read
    12.50%     0.13%  LocalJobRunner   [kernel.kallsyms]  [k] asm_exc_page_fault
    11.32%     0.09%  LocalJobRunner   [kernel.kallsyms]  [k] exc_page_fault
    10.73%     0.19%  LocalJobRunner   [kernel.kallsyms]  [k] do_user_addr_fault
    10.08%     0.25%  LocalJobRunner   [kernel.kallsyms]  [k] handle_mm_fault
     8.98%     1.15%  LocalJobRunner   [kernel.kallsyms]  [k] __handle_mm_fault
     8.88%     0.24%  LocalJobRunner   [kernel.kallsyms]  [k] add_to_page_cache_lru
     8.65%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_get_pages
     8.57%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_write
     8.57%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_write
     8.57%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_write
     8.56%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_write
     8.56%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_write_iter
     8.56%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_buffered_write_iter
