# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 12036696273699
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    24.91%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    24.91%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    24.90%     0.01%  swapper          [kernel.kallsyms]  [k] do_idle
    24.76%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    24.75%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    24.60%    23.84%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
    23.37%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    23.00%     0.15%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    21.86%     0.29%  java             [kernel.kallsyms]  [k] exc_page_fault
    19.52%     0.18%  java             [kernel.kallsyms]  [k] do_user_addr_fault
    14.48%     0.65%  java             [kernel.kallsyms]  [k] handle_mm_fault
    12.44%     2.91%  java             [kernel.kallsyms]  [k] __handle_mm_fault
    10.13%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    10.12%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
     9.29%     0.12%  LocalJobRunner   [kernel.kallsyms]  [k] asm_exc_page_fault
     8.20%     0.08%  LocalJobRunner   [kernel.kallsyms]  [k] exc_page_fault
     7.74%     0.16%  LocalJobRunner   [kernel.kallsyms]  [k] do_user_addr_fault
     7.71%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     7.71%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] do_syscall_64
     7.33%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] __x64_sys_read
     7.33%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ksys_read
     7.33%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] vfs_read
     7.33%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] new_sync_read
     7.33%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ext4_file_read_iter
     7.33%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] generic_file_read_iter
     7.33%     0.03%  localfetcher#1   [kernel.kallsyms]  [k] filemap_read
     7.26%     0.21%  LocalJobRunner   [kernel.kallsyms]  [k] handle_mm_fault
     6.62%     0.88%  LocalJobRunner   [kernel.kallsyms]  [k] __handle_mm_fault
     5.40%     0.09%  java             [kernel.kallsyms]  [k] migrate_misplaced_page
     5.03%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_write
     5.03%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_write
     5.03%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_write
     5.02%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_write
     5.02%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_write_iter
     5.02%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     5.02%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] generic_perform_write
     4.82%     4.77%  LocalJobRunner   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     4.81%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_read
     4.81%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_read
     4.81%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_read
     4.81%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_read
     4.80%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_read_iter
     4.80%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] generic_file_read_iter
     4.80%     0.10%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_read
     4.65%     0.39%  java             [kernel.kallsyms]  [k] migrate_pages
     4.15%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     4.15%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] do_syscall_64
     4.11%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] filemap_get_pages
     4.05%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ondemand_readahead
     4.04%     0.03%  localfetcher#1   [kernel.kallsyms]  [k] page_cache_ra_unbounded
