# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 6852182688752
#
# Children      Self  Command          Shared Object      Symbol                                        
# ........  ........  ...............  .................  ..............................................
#
    68.76%     0.03%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    68.76%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    68.60%     0.15%  swapper          [kernel.kallsyms]  [k] do_idle
    67.38%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    65.74%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    65.67%     0.21%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    60.86%    58.98%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
     4.47%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] do_syscall_64
     4.47%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     3.58%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     3.52%     0.04%  Native-Transpor  [kernel.kallsyms]  [k] do_syscall_64
     3.32%     3.00%  swapper          [kernel.kallsyms]  [k] poll_idle
     3.29%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __x64_sys_fadvise64
     3.29%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] generic_fadvise
     3.29%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] ksys_fadvise64_64
     3.17%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] asm_exc_page_fault
     3.15%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] exc_page_fault
     3.15%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] do_user_addr_fault
     3.07%     0.03%  NonPeriodicTask  [kernel.kallsyms]  [k] __invalidate_mapping_pages
     3.07%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] handle_mm_fault
     3.03%     0.04%  Native-Transpor  [kernel.kallsyms]  [k] __handle_mm_fault
     2.68%     0.00%  kswapd0          [kernel.kallsyms]  [k] balance_pgdat
     2.68%     0.00%  kswapd0          [kernel.kallsyms]  [k] kswapd
     2.68%     0.00%  kswapd0          [kernel.kallsyms]  [k] kthread
     2.68%     0.00%  kswapd0          [kernel.kallsyms]  [k] ret_from_fork
     2.68%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_node
     2.55%     0.00%  kswapd0          [kernel.kallsyms]  [k] evict_pages
     2.55%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_lruvec
     2.40%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __do_fault
     2.40%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] filemap_fault
     2.39%     0.00%  kswapd1          [kernel.kallsyms]  [k] balance_pgdat
     2.39%     0.00%  kswapd1          [kernel.kallsyms]  [k] kswapd
     2.39%     0.00%  kswapd1          [kernel.kallsyms]  [k] kthread
     2.39%     0.00%  kswapd1          [kernel.kallsyms]  [k] ret_from_fork
     2.28%     0.04%  Native-Transpor  [kernel.kallsyms]  [k] page_cache_ra_unbounded
     2.26%     0.00%  kswapd1          [kernel.kallsyms]  [k] shrink_node
     2.24%     0.06%  Native-Transpor  [kernel.kallsyms]  [k] __x64_sys_futex
     2.21%     0.06%  kswapd0          [kernel.kallsyms]  [k] shrink_page_list
     2.19%     0.03%  kswapd1          [kernel.kallsyms]  [k] evict_pages
     2.19%     0.00%  kswapd1          [kernel.kallsyms]  [k] shrink_lruvec
     2.17%     2.17%  swapper          [unknown]          [.] 0000000000000000
     2.11%     0.02%  Native-Transpor  [kernel.kallsyms]  [k] do_futex
     1.97%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] do_page_cache_ra
     1.87%     0.05%  Native-Transpor  [kernel.kallsyms]  [k] futex_wait
     1.83%     1.53%  NonPeriodicTask  [kernel.kallsyms]  [k] find_lock_entries
     1.76%     0.06%  kswapd1          [kernel.kallsyms]  [k] shrink_page_list
     1.66%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] invalidate_mapping_pages
     1.62%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] futex_wait_queue_me
     1.60%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] invalidate_mapping_pagevec
     1.55%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] schedule
     1.53%     0.01%  cluster1-nio-wo  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     1.52%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] do_syscall_64
     1.52%     0.27%  Native-Transpor  [kernel.kallsyms]  [k] __schedule
     1.38%     0.00%  swapper          [kernel.kallsyms]  [k] arch_call_rest_init
     1.38%     0.00%  swapper          [kernel.kallsyms]  [k] rest_init
     1.38%     0.00%  swapper          [kernel.kallsyms]  [k] start_kernel
     1.38%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_kernel
     1.38%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_reservations
     1.28%     0.01%  swapper          [kernel.kallsyms]  [k] schedule_idle
     1.24%     0.13%  swapper          [kernel.kallsyms]  [k] __schedule
     1.23%     0.04%  kswapd0          [kernel.kallsyms]  [k] rmap_walk
     1.17%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __do_munmap
     1.17%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __vm_munmap
     1.17%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __x64_sys_munmap
     1.17%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_region
     1.12%     0.00%  kswapd0          [kernel.kallsyms]  [k] rmap_walk_file
     1.08%     0.57%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_page_range
     1.08%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_single_vma
     1.08%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_vmas
     1.07%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] read_pages
     1.06%     0.02%  kswapd1          [kernel.kallsyms]  [k] rmap_walk
     1.02%     0.14%  NonPeriodicTask  [kernel.kallsyms]  [k] deactivate_file_page
     1.00%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     1.00%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] ext4_readahead
     0.99%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] __x64_sys_futex
     0.99%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] do_futex
     0.99%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] do_syscall_64
     0.99%     0.09%  Native-Transpor  [kernel.kallsyms]  [k] ext4_mpage_readpages
     0.98%     0.04%  cluster1-nio-wo  [kernel.kallsyms]  [k] futex_wake
     0.96%     0.03%  kswapd1          [kernel.kallsyms]  [k] rmap_walk_file
     0.82%     0.00%  swapper          [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.82%     0.02%  cluster1-nio-wo  [kernel.kallsyms]  [k] wake_up_q
     0.82%     0.27%  NonPeriodicTask  [kernel.kallsyms]  [k] pagevec_lru_move_fn
     0.81%     0.00%  kswapd0          [kernel.kallsyms]  [k] page_referenced
     0.78%     0.03%  cluster1-nio-wo  [kernel.kallsyms]  [k] try_to_wake_up
     0.77%     0.01%  epollEventLoopG  [kernel.kallsyms]  [k] __x64_sys_writev
     0.76%     0.01%  epollEventLoopG  [kernel.kallsyms]  [k] do_writev
     0.75%     0.02%  swapper          [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.75%     0.00%  kswapd0          [kernel.kallsyms]  [k] page_referenced_one
     0.75%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] vfs_writev
     0.73%     0.01%  epollEventLoopG  [kernel.kallsyms]  [k] sock_sendmsg
     0.73%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] do_iter_readv_writev
     0.73%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] do_iter_write
     0.73%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] sock_write_iter
     0.72%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] inet_sendmsg
     0.72%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] tcp_sendmsg
     0.70%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_select
     0.70%     0.41%  swapper          [kernel.kallsyms]  [k] menu_select
     0.68%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] tcp_sendmsg_locked
     0.67%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] add_to_page_cache_lru
     0.62%     0.04%  kswapd0          [kernel.kallsyms]  [k] __remove_mapping
     0.61%     0.00%  kswapd1          [kernel.kallsyms]  [k] page_referenced
     0.60%     0.02%  swapper          [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.59%     0.00%  swapper          [kernel.kallsyms]  [k] hrtimer_interrupt
     0.58%     0.00%  perf             [kernel.kallsyms]  [k] do_syscall_64
     0.58%     0.00%  perf             [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.55%     0.03%  cluster1-nio-wo  [kernel.kallsyms]  [k] ttwu_do_activate
     0.54%     0.00%  kswapd0          [kernel.kallsyms]  [k] __delete_from_page_cache
     0.54%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] ext4_map_blocks
     0.52%     0.00%  kswapd0          [kernel.kallsyms]  [k] page_cache_delete
     0.50%     0.00%  kswapd1          [kernel.kallsyms]  [k] page_referenced_one
     0.50%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] dequeue_task
     0.49%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] dequeue_task_fair
     0.49%     0.07%  kswapd0          [kernel.kallsyms]  [k] xas_store
     0.48%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] enqueue_task
     0.47%     0.00%  swapper          [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.47%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] __x64_sys_write
     0.45%     0.00%  swapper          [kernel.kallsyms]  [k] asm_common_interrupt
     0.45%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] dequeue_entity
     0.45%     0.00%  perf             [kernel.kallsyms]  [k] __x64_sys_sched_setaffinity
     0.45%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.45%     0.42%  kswapd0          [kernel.kallsyms]  [k] xas_create
     0.44%     0.00%  kswapd1          [kernel.kallsyms]  [k] try_to_unmap
     0.44%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] ksys_write
     0.44%     0.02%  Native-Transpor  [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.44%     0.00%  swapper          [kernel.kallsyms]  [k] common_interrupt
     0.43%     0.01%  perf             [kernel.kallsyms]  [k] sched_setaffinity
     0.43%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __alloc_pages
     0.43%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] alloc_pages
     0.43%     0.00%  kswapd0          [kernel.kallsyms]  [k] try_to_unmap
     0.43%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.42%     0.00%  swapper          [kernel.kallsyms]  [k] __common_interrupt
     0.42%     0.00%  swapper          [kernel.kallsyms]  [k] handle_edge_irq
     0.41%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __page_cache_alloc
     0.41%     0.05%  Native-Transpor  [kernel.kallsyms]  [k] filemap_map_pages
     0.41%     0.21%  Native-Transpor  [kernel.kallsyms]  [k] __add_to_page_cache_locked
