# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3346387240712
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                                             
# ........  ........  ...............  ..................................  ...................................................................................................................................................................................................................
#
    46.50%     0.05%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    46.45%     0.04%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
    35.46%     0.04%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
    35.17%     0.05%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
    34.88%     0.12%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
    34.66%     0.49%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
    26.27%     0.16%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    25.91%     0.05%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    24.05%    23.26%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
    23.64%     0.30%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    23.25%     0.61%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    21.92%     0.08%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
    21.83%     0.14%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
    20.49%     0.50%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    19.99%     0.06%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    19.01%     0.07%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    17.87%     0.03%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    17.70%     0.61%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    13.38%     0.66%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    11.99%     0.11%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
    10.69%     0.18%  Executor task l  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     8.98%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_write
     8.94%     0.05%  Executor task l  [kernel.kallsyms]                   [k] vfs_write
     8.86%     0.02%  Executor task l  [kernel.kallsyms]                   [k] new_sync_write
     8.82%     0.02%  Executor task l  [kernel.kallsyms]                   [k] ext4_buffered_write_iter
     8.27%     0.07%  Executor task l  [kernel.kallsyms]                   [k] generic_perform_write
     6.08%     0.07%  Executor task l  [kernel.kallsyms]                   [k] add_to_page_cache_lru
     6.04%     0.33%  Executor task l  [kernel.kallsyms]                   [k] __alloc_pages
     5.99%     0.75%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     5.27%     0.60%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     5.04%     0.03%  Executor task l  [kernel.kallsyms]                   [k] asm_exc_page_fault
     4.91%     0.01%  Executor task l  [kernel.kallsyms]                   [k] exc_page_fault
     4.84%     0.01%  Executor task l  [kernel.kallsyms]                   [k] do_user_addr_fault
     4.67%     2.40%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     4.58%     0.03%  Executor task l  [kernel.kallsyms]                   [k] handle_mm_fault
     4.49%     0.04%  Executor task l  [kernel.kallsyms]                   [k] __handle_mm_fault
     4.45%     0.60%  Executor task l  [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     4.44%     0.04%  Executor task l  [kernel.kallsyms]                   [k] do_anonymous_page
     3.99%     0.19%  Executor task l  [kernel.kallsyms]                   [k] get_page_from_freelist
     3.54%     0.03%  Executor task l  [kernel.kallsyms]                   [k] alloc_pages_vma
     3.51%     0.07%  Executor task l  [kernel.kallsyms]                   [k] ext4_da_write_begin
     2.95%     2.95%  Executor task l  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath.part.0
     2.78%     0.04%  Executor task l  [kernel.kallsyms]                   [k] read_pages
     2.66%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kswapd
     2.66%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kthread
     2.66%     0.00%  kswapd0          [kernel.kallsyms]                   [k] ret_from_fork
     2.65%     0.00%  kswapd0          [kernel.kallsyms]                   [k] balance_pgdat
     2.65%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_node
     2.64%     0.01%  kswapd0          [kernel.kallsyms]                   [k] shrink_node_memcgs
     2.49%     0.09%  Executor task l  [kernel.kallsyms]                   [k] copy_page_from_iter_atomic
     2.45%     0.92%  Executor task l  [kernel.kallsyms]                   [k] update_load_avg
     2.04%     0.35%  Executor task l  [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     2.03%     0.37%  Executor task l  [kernel.kallsyms]                   [k] rmqueue
     1.89%     0.02%  Executor task l  [kernel.kallsyms]                   [k] amd_pmu_disable_all
     1.87%     0.22%  Executor task l  [kernel.kallsyms]                   [k] ext4_mpage_readpages
     1.80%     0.07%  Executor task l  [kernel.kallsyms]                   [k] ext4_da_write_end
     1.76%     0.00%  kswapd0          [kernel.kallsyms]                   [k] lru_gen_shrink_lruvec
     1.72%     0.00%  kswapd0          [kernel.kallsyms]                   [k] evict_pages
     1.71%     0.00%  Executor task l  [kernel.kallsyms]                   [k] __alloc_pages_slowpath.constprop.0
     1.66%     0.02%  Executor task l  [kernel.kallsyms]                   [k] kernel_init_free_pages.part.0
     1.66%     0.27%  Executor task l  [kernel.kallsyms]                   [k] __irq_exit_rcu
     1.65%     1.59%  Executor task l  [kernel.kallsyms]                   [k] clear_page_rep
     1.62%     1.07%  Executor task l  [kernel.kallsyms]                   [k] update_curr
     1.60%     0.87%  Executor task l  [kernel.kallsyms]                   [k] account_user_time
     1.60%     0.00%  Executor task l  [kernel.kallsyms]                   [k] try_to_free_pages
     1.60%     0.00%  Executor task l  [kernel.kallsyms]                   [k] shrink_node_memcgs
     1.60%     0.00%  Executor task l  [kernel.kallsyms]                   [k] do_try_to_free_pages
     1.60%     0.00%  Executor task l  [kernel.kallsyms]                   [k] shrink_node
     1.60%     0.00%  Executor task l  [kernel.kallsyms]                   [k] shrink_zones
     1.59%     0.19%  Executor task l  [kernel.kallsyms]                   [k] lru_cache_add
     1.59%     0.00%  Executor task l  [kernel.kallsyms]                   [k] lru_gen_shrink_lruvec
     1.59%     0.00%  Executor task l  [kernel.kallsyms]                   [k] evict_pages
     1.57%     0.01%  Executor task l  [kernel.kallsyms]                   [k] shrink_page_list
     1.56%     0.05%  Executor task l  [kernel.kallsyms]                   [k] __mark_inode_dirty
     1.53%     0.01%  Executor task l  [kernel.kallsyms]                   [k] __remove_mapping
     1.53%     0.00%  Executor task l  [kernel.kallsyms]                   [k] grab_cache_page_write_begin
     1.51%     0.04%  Executor task l  [kernel.kallsyms]                   [k] pagecache_get_page
     1.47%     0.04%  Executor task l  [kernel.kallsyms]                   [k] generic_write_end
     1.45%     0.06%  Executor task l  [kernel.kallsyms]                   [k] __block_write_begin_int
     1.43%     0.03%  Executor task l  [kernel.kallsyms]                   [k] ext4_dirty_inode
     1.40%     0.12%  Executor task l  [kernel.kallsyms]                   [k] __pagevec_lru_add
     1.39%     1.21%  Executor task l  [kernel.kallsyms]                   [k] x86_pmu_disable_all
     1.38%     0.21%  Executor task l  [kernel.kallsyms]                   [k] _raw_spin_lock_irq
     1.37%     0.09%  kswapd0          [kernel.kallsyms]                   [k] shrink_page_list
     1.29%     0.00%  Executor task l  [kernel.kallsyms]                   [k] asm_common_interrupt
     1.29%     0.89%  Executor task l  [kernel.kallsyms]                   [k] rmqueue_bulk
     1.28%     0.01%  Executor task l  [kernel.kallsyms]                   [k] common_interrupt
     1.25%     0.01%  Executor task l  [kernel.kallsyms]                   [k] __ext4_mark_inode_dirty
     1.19%     0.03%  Executor task l  [kernel.kallsyms]                   [k] mem_cgroup_charge
     1.19%     1.14%  Executor task l  [kernel.kallsyms]                   [k] ktime_get_update_offsets_now
     1.18%     0.74%  Executor task l  [kernel.kallsyms]                   [k] xas_load
     1.17%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] kcompactd
     1.17%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] kthread
     1.17%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] ret_from_fork
     1.17%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] compact_zone
     1.15%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] migrate_pages
