# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 862K of event 'cycles'
# Event count (approx.): 1624221012788
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                     
# ........  ........  ...............  ..................................  ...........................................................................................................................................................
#
    38.23%     0.12%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    37.56%     0.09%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    33.12%     0.44%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    32.39%     0.79%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    28.56%     0.57%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    27.99%     0.04%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    26.91%     0.08%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    25.49%     0.10%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    25.34%     1.07%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    18.49%     0.90%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    16.66%     0.03%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    16.63%     0.03%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
    10.98%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
    10.85%     0.05%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
    10.70%     0.05%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
    10.61%     0.15%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
     8.19%     1.15%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     7.37%     0.67%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     6.70%     2.98%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     5.42%     0.03%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
     5.39%     0.06%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
     5.33%     5.20%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
     4.39%     0.02%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
     3.71%     0.00%  Executor task l  [kernel.kallsyms]                   [k] __x64_sys_openat
     3.71%     0.01%  Executor task l  [kernel.kallsyms]                   [k] do_sys_openat2
     3.48%     0.28%  Executor task l  [kernel.kallsyms]                   [k] __irq_exit_rcu
     3.34%     0.03%  Executor task l  [kernel.kallsyms]                   [k] do_filp_open
     3.31%     0.01%  Executor task l  [kernel.kallsyms]                   [k] path_openat
     3.23%     0.02%  Executor task l  [kernel.kallsyms]                   [k] amd_pmu_disable_all
