# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 8029390094802
#
# Children      Self  Command          Shared Object      Symbol                                             
# ........  ........  ...............  .................  ...................................................
#
    26.99%     0.24%  java             [kernel.kallsyms]  [k] asm_exc_page_fault
    25.18%     0.27%  java             [kernel.kallsyms]  [k] exc_page_fault
    23.37%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    23.35%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] do_syscall_64
    23.08%     0.33%  java             [kernel.kallsyms]  [k] do_user_addr_fault
    19.01%     0.68%  java             [kernel.kallsyms]  [k] handle_mm_fault
    16.52%     3.32%  java             [kernel.kallsyms]  [k] __handle_mm_fault
    15.75%     0.16%  LocalJobRunner   [kernel.kallsyms]  [k] asm_exc_page_fault
    14.44%     0.11%  LocalJobRunner   [kernel.kallsyms]  [k] exc_page_fault
    13.76%     0.22%  LocalJobRunner   [kernel.kallsyms]  [k] do_user_addr_fault
    13.03%     0.30%  LocalJobRunner   [kernel.kallsyms]  [k] handle_mm_fault
    12.51%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_read
    12.51%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_read
    12.51%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_read
    12.51%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_read
    12.51%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_read_iter
    12.51%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] generic_file_read_iter
    12.50%     0.16%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_read
    11.98%     1.27%  LocalJobRunner   [kernel.kallsyms]  [k] __handle_mm_fault
     9.65%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __x64_sys_write
     9.65%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ksys_write
     9.65%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] vfs_write
     9.64%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] new_sync_write
     9.64%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_file_write_iter
     9.64%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_buffered_write_iter
     9.62%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] generic_perform_write
     8.72%     0.14%  java             [kernel.kallsyms]  [k] migrate_misplaced_page
     7.85%     0.18%  LocalJobRunner   [kernel.kallsyms]  [k] __alloc_pages
     7.61%     0.66%  java             [kernel.kallsyms]  [k] migrate_pages
     7.58%     7.47%  LocalJobRunner   [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     6.16%     0.51%  LocalJobRunner   [kernel.kallsyms]  [k] get_page_from_freelist
     5.80%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] filemap_get_pages
     5.75%     0.24%  LocalJobRunner   [kernel.kallsyms]  [k] add_to_page_cache_lru
     5.47%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] page_cache_ra_unbounded
     5.45%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] ondemand_readahead
     5.30%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
     5.30%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
     5.29%     0.02%  swapper          [kernel.kallsyms]  [k] do_idle
     5.14%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
     4.95%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
     4.95%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
     4.84%     4.84%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
     4.75%     0.03%  LocalJobRunner   [kernel.kallsyms]  [k] ext4_da_write_begin
     4.72%     4.70%  LocalJobRunner   [kernel.kallsyms]  [k] clear_page_erms
     4.71%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     4.67%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     4.59%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] page_cache_async_ra
     4.38%     0.12%  LocalJobRunner   [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     4.29%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] irqentry_exit
     4.27%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     4.15%     0.06%  LocalJobRunner   [kernel.kallsyms]  [k] alloc_pages_vma
     4.10%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] task_work_run
     4.09%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] task_numa_work
     4.09%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] change_prot_numa
     3.93%     0.06%  LocalJobRunner   [kernel.kallsyms]  [k] pagecache_get_page
     3.93%     0.01%  LocalJobRunner   [kernel.kallsyms]  [k] grab_cache_page_write_begin
     3.87%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     3.70%     0.04%  LocalJobRunner   [kernel.kallsyms]  [k] workingset_refault
     3.63%     3.41%  LocalJobRunner   [kernel.kallsyms]  [k] change_protection
     3.49%     0.02%  LocalJobRunner   [kernel.kallsyms]  [k] alloc_pages
     3.39%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     3.20%     0.57%  LocalJobRunner   [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     3.17%     0.00%  kswapd1          [kernel.kallsyms]  [k] kthread
     3.17%     0.00%  kswapd1          [kernel.kallsyms]  [k] ret_from_fork
     3.17%     0.00%  kswapd1          [kernel.kallsyms]  [k] kswapd
     3.17%     0.00%  kswapd1          [kernel.kallsyms]  [k] balance_pgdat
     3.17%     0.00%  kswapd1          [kernel.kallsyms]  [k] shrink_node
     2.97%     2.95%  java             [kernel.kallsyms]  [k] down_read_trylock
     2.95%     0.01%  kswapd1          [kernel.kallsyms]  [k] shrink_lruvec
     2.58%     0.04%  java             [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     2.58%     0.34%  LocalJobRunner   [kernel.kallsyms]  [k] __mem_cgroup_charge
     2.52%     0.05%  java             [kernel.kallsyms]  [k] do_syscall_64
     2.52%     2.52%  LocalJobRunner   [kernel.kallsyms]  [k] mem_cgroup_css_rstat_flush
     2.51%     0.01%  java             [kernel.kallsyms]  [k] move_to_new_page
     2.50%     0.01%  java             [kernel.kallsyms]  [k] migrate_page
     2.38%     0.00%  kswapd0          [kernel.kallsyms]  [k] kswapd
     2.38%     0.00%  kswapd0          [kernel.kallsyms]  [k] kthread
     2.38%     0.00%  kswapd0          [kernel.kallsyms]  [k] ret_from_fork
     2.38%     0.00%  kswapd0          [kernel.kallsyms]  [k] balance_pgdat
     2.38%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_node
     2.32%     0.04%  LocalJobRunner   [kernel.kallsyms]  [k] migrate_misplaced_page
     2.22%     0.01%  java             [kernel.kallsyms]  [k] rmap_walk
     2.19%     0.01%  kswapd0          [kernel.kallsyms]  [k] shrink_lruvec
     2.15%     0.08%  java             [kernel.kallsyms]  [k] __alloc_pages
     2.03%     0.21%  LocalJobRunner   [kernel.kallsyms]  [k] migrate_pages
