# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 6706391599714
#
# Children      Self  Command          Shared Object      Symbol                                        
# ........  ........  ...............  .................  ..............................................
#
    69.68%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    69.64%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    69.52%     0.15%  swapper          [kernel.kallsyms]  [k] do_idle
    67.84%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    66.98%     0.01%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    66.94%     0.15%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    62.97%    61.28%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
     4.19%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] do_syscall_64
     4.19%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     3.43%     0.00%  kswapd0          [kernel.kallsyms]  [k] balance_pgdat
     3.43%     0.00%  kswapd0          [kernel.kallsyms]  [k] kswapd
     3.43%     0.00%  kswapd0          [kernel.kallsyms]  [k] kthread
     3.43%     0.00%  kswapd0          [kernel.kallsyms]  [k] ret_from_fork
     3.43%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_node
     3.42%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __x64_sys_fadvise64
     3.42%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] generic_fadvise
     3.42%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] ksys_fadvise64_64
     3.28%     0.00%  kswapd0          [kernel.kallsyms]  [k] evict_pages
     3.28%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_lruvec
     3.12%     0.02%  NonPeriodicTask  [kernel.kallsyms]  [k] __invalidate_mapping_pages
     2.93%     0.10%  Native-Transpor  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     2.84%     0.02%  Native-Transpor  [kernel.kallsyms]  [k] do_syscall_64
     2.70%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] asm_exc_page_fault
     2.70%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] exc_page_fault
     2.66%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] do_user_addr_fault
     2.62%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] handle_mm_fault
     2.59%     0.26%  kswapd0          [kernel.kallsyms]  [k] shrink_page_list
     2.57%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] __handle_mm_fault
     2.56%     0.00%  kswapd1          [kernel.kallsyms]  [k] balance_pgdat
     2.56%     0.00%  kswapd1          [kernel.kallsyms]  [k] kswapd
     2.56%     0.00%  kswapd1          [kernel.kallsyms]  [k] kthread
     2.56%     0.00%  kswapd1          [kernel.kallsyms]  [k] ret_from_fork
     2.47%     0.00%  kswapd1          [kernel.kallsyms]  [k] shrink_node
     2.39%     0.00%  kswapd1          [kernel.kallsyms]  [k] evict_pages
     2.39%     0.00%  kswapd1          [kernel.kallsyms]  [k] shrink_lruvec
     2.37%     2.26%  swapper          [kernel.kallsyms]  [k] poll_idle
     2.25%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __do_fault
     2.22%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] filemap_fault
     2.19%     0.05%  Native-Transpor  [kernel.kallsyms]  [k] __x64_sys_futex
     2.12%     0.05%  Native-Transpor  [kernel.kallsyms]  [k] do_futex
     2.10%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] page_cache_ra_unbounded
     2.01%     0.07%  kswapd1          [kernel.kallsyms]  [k] shrink_page_list
     1.89%     1.70%  NonPeriodicTask  [kernel.kallsyms]  [k] find_lock_entries
     1.88%     0.21%  Native-Transpor  [kernel.kallsyms]  [k] futex_wait
     1.87%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] invalidate_mapping_pagevec
     1.83%     0.00%  swapper          [kernel.kallsyms]  [k] arch_call_rest_init
     1.83%     0.00%  swapper          [kernel.kallsyms]  [k] rest_init
     1.83%     0.00%  swapper          [kernel.kallsyms]  [k] start_kernel
     1.83%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_kernel
     1.83%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_reservations
     1.78%     1.78%  swapper          [unknown]          [.] 0000000000000000
     1.75%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] do_page_cache_ra
     1.65%     0.02%  cluster1-nio-wo  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     1.63%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] do_syscall_64
     1.55%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] invalidate_mapping_pages
     1.37%     0.06%  Native-Transpor  [kernel.kallsyms]  [k] futex_wait_queue_me
     1.35%     0.10%  Native-Transpor  [kernel.kallsyms]  [k] schedule
     1.22%     0.04%  kswapd0          [kernel.kallsyms]  [k] rmap_walk
     1.19%     0.16%  Native-Transpor  [kernel.kallsyms]  [k] __schedule
     1.14%     0.01%  swapper          [kernel.kallsyms]  [k] schedule_idle
     1.12%     0.02%  cluster1-nio-wo  [kernel.kallsyms]  [k] __x64_sys_futex
     1.11%     0.00%  kswapd0          [kernel.kallsyms]  [k] rmap_walk_file
     1.10%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] do_futex
     1.09%     0.17%  swapper          [kernel.kallsyms]  [k] __schedule
     1.09%     0.11%  cluster1-nio-wo  [kernel.kallsyms]  [k] futex_wake
     1.05%     0.19%  NonPeriodicTask  [kernel.kallsyms]  [k] deactivate_file_page
     1.01%     0.02%  kswapd1          [kernel.kallsyms]  [k] rmap_walk
     0.97%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.96%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] do_syscall_64
     0.95%     0.00%  swapper          [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.91%     0.04%  kswapd1          [kernel.kallsyms]  [k] rmap_walk_file
     0.87%     0.43%  NonPeriodicTask  [kernel.kallsyms]  [k] pagevec_lru_move_fn
     0.86%     0.00%  swapper          [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.85%     0.03%  kswapd0          [kernel.kallsyms]  [k] page_referenced
     0.84%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] wake_up_q
     0.82%     0.10%  cluster1-nio-wo  [kernel.kallsyms]  [k] try_to_wake_up
     0.78%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] __x64_sys_writev
     0.78%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] do_writev
     0.77%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] vfs_writev
     0.76%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __do_munmap
     0.76%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __vm_munmap
     0.76%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __x64_sys_munmap
     0.76%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_region
     0.75%     0.03%  epollEventLoopG  [kernel.kallsyms]  [k] do_iter_write
     0.72%     0.04%  kswapd0          [kernel.kallsyms]  [k] page_referenced_one
     0.72%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_single_vma
     0.72%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_vmas
     0.71%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] do_iter_readv_writev
     0.71%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] inet_sendmsg
     0.71%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] sock_sendmsg
     0.71%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] sock_write_iter
     0.71%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] tcp_sendmsg
     0.70%     0.37%  swapper          [kernel.kallsyms]  [k] menu_select
     0.69%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_select
     0.69%     0.49%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_page_range
     0.67%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] read_pages
     0.67%     0.00%  swapper          [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.67%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] tcp_sendmsg_locked
     0.67%     0.05%  Native-Transpor  [kernel.kallsyms]  [k] add_to_page_cache_lru
     0.66%     0.03%  swapper          [kernel.kallsyms]  [k] hrtimer_interrupt
     0.62%     0.02%  Native-Transpor  [kernel.kallsyms]  [k] alloc_pages
     0.62%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __page_cache_alloc
     0.62%     0.00%  kswapd1          [kernel.kallsyms]  [k] page_referenced
     0.61%     0.59%  kswapd0          [kernel.kallsyms]  [k] isolate_pages
     0.61%     0.04%  Native-Transpor  [kernel.kallsyms]  [k] __alloc_pages
     0.58%     0.05%  Native-Transpor  [kernel.kallsyms]  [k] ext4_mpage_readpages
     0.58%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] ext4_readahead
     0.57%     0.08%  Native-Transpor  [kernel.kallsyms]  [k] get_page_from_freelist
     0.53%     0.03%  swapper          [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.52%     0.02%  Native-Transpor  [kernel.kallsyms]  [k] dequeue_task
     0.51%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.50%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.49%     0.47%  kswapd0          [kernel.kallsyms]  [k] page_vma_mapped_walk
     0.48%     0.04%  Native-Transpor  [kernel.kallsyms]  [k] dequeue_task_fair
