# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 2171277583528
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                                                               
# ........  ........  ...............  ...................................  .....................................................................................................................................................................................................
#
    37.91%     0.12%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    36.78%     0.07%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    32.37%     0.41%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    31.67%     0.76%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    27.89%     0.56%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    27.33%     0.03%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    26.31%     0.07%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    24.98%     0.09%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    24.81%     1.08%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    18.12%     0.82%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    16.36%     0.04%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    16.32%     0.03%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
     9.80%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
     9.68%     0.05%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
     9.53%     0.06%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
     9.44%     0.13%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
     8.11%     1.04%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     7.28%     0.65%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     6.63%     2.97%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     4.73%     0.03%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
     4.72%     4.56%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
     4.71%     0.05%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
     4.02%     0.03%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
     3.50%     0.27%  Executor task l  [kernel.kallsyms]                    [k] __irq_exit_rcu
     3.34%     0.00%  Executor task l  [kernel.kallsyms]                    [k] __x64_sys_openat
