# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 6343961095339
#
# Children      Self  Command          Shared Object      Symbol                                        
# ........  ........  ...............  .................  ..............................................
#
    70.54%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    70.52%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    70.50%     0.16%  swapper          [kernel.kallsyms]  [k] do_idle
    68.53%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    67.82%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    67.76%     0.19%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    63.43%    61.98%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
     4.24%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] do_syscall_64
     4.24%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     3.30%     0.00%  kswapd0          [kernel.kallsyms]  [k] balance_pgdat
     3.30%     0.00%  kswapd0          [kernel.kallsyms]  [k] kswapd
     3.30%     0.00%  kswapd0          [kernel.kallsyms]  [k] kthread
     3.30%     0.00%  kswapd0          [kernel.kallsyms]  [k] ret_from_fork
     3.26%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __x64_sys_fadvise64
     3.26%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] generic_fadvise
     3.26%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] ksys_fadvise64_64
     3.24%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_node
     3.19%     0.02%  kswapd0          [kernel.kallsyms]  [k] shrink_lruvec
     3.17%     0.00%  kswapd0          [kernel.kallsyms]  [k] evict_pages
     3.12%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] asm_exc_page_fault
     3.10%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] exc_page_fault
     3.09%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] do_user_addr_fault
     3.03%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] __handle_mm_fault
     3.03%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] handle_mm_fault
     2.90%     0.07%  NonPeriodicTask  [kernel.kallsyms]  [k] __invalidate_mapping_pages
     2.87%     2.65%  swapper          [kernel.kallsyms]  [k] poll_idle
