# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 861K of event 'cycles'
# Event count (approx.): 1648243585616
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                     
# ........  ........  ...............  ...................................  ...........................................................................................................................................................
#
    37.51%     0.09%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    36.86%     0.08%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    32.54%     0.35%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    31.86%     0.76%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    28.00%     0.61%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    27.39%     0.03%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    26.41%     0.06%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    25.04%     0.14%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    24.85%     1.15%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    18.20%     0.85%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    17.40%     0.05%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    17.35%     0.03%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
    11.33%     0.02%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
    11.19%     0.06%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
    11.01%     0.06%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
    10.90%     0.18%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
     8.24%     1.07%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     7.19%     0.68%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     6.51%     2.81%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     5.64%     0.03%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
     5.61%     0.06%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
     5.55%     5.43%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
     4.39%     0.03%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
     3.94%     0.01%  Executor task l  [kernel.kallsyms]                    [k] __x64_sys_openat
     3.94%     0.01%  Executor task l  [kernel.kallsyms]                    [k] do_sys_openat2
     3.52%     0.04%  Executor task l  [kernel.kallsyms]                    [k] do_filp_open
     3.48%     0.02%  Executor task l  [kernel.kallsyms]                    [k] path_openat
     3.45%     0.28%  Executor task l  [kernel.kallsyms]                    [k] __irq_exit_rcu
     3.28%     0.02%  Executor task l  [kernel.kallsyms]                    [k] amd_pmu_disable_all
     3.12%     1.34%  Executor task l  [kernel.kallsyms]                    [k] update_load_avg
     2.90%     0.04%  Executor task l  [kernel.kallsyms]                    [k] page_cache_ra_unbounded
     2.85%     0.53%  Executor task l  [kernel.kallsyms]                    [k] __softirqentry_text_start
     2.56%     1.49%  Executor task l  [kernel.kallsyms]                    [k] account_user_time
     2.33%     1.99%  Executor task l  [kernel.kallsyms]                    [k] x86_pmu_disable_all
     2.06%     1.21%  Executor task l  [kernel.kallsyms]                    [k] update_curr
     2.03%     1.96%  Executor task l  [kernel.kallsyms]                    [k] ktime_get_update_offsets_now
     1.78%     0.14%  Executor task l  [kernel.kallsyms]                    [k] rcu_sched_clock_irq
     1.64%     0.00%  kswapd0          [kernel.kallsyms]                    [k] kswapd
     1.64%     0.00%  kswapd0          [kernel.kallsyms]                    [k] kthread
     1.64%     0.00%  kswapd0          [kernel.kallsyms]                    [k] ret_from_fork
     1.63%     0.00%  kswapd0          [kernel.kallsyms]                    [k] balance_pgdat
     1.63%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_node
     1.62%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_node_memcgs
     1.52%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_lruvec
     1.46%     0.11%  Executor task l  [kernel.kallsyms]                    [k] rcu_core
     1.37%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_inactive_list
     1.37%     0.73%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_read_batch
     1.34%     0.43%  Executor task l  [kernel.kallsyms]                    [k] rcu_pending
     1.29%     0.00%  swapper          [kernel.kallsyms]                    [k] cpu_startup_entry
     1.29%     0.00%  swapper          [kernel.kallsyms]                    [k] secondary_startup_64_no_verify
     1.29%     0.01%  swapper          [kernel.kallsyms]                    [k] do_idle
     1.26%     0.17%  Executor task l  [kernel.kallsyms]                    [k] exit_to_user_mode_prepare
     1.17%     0.03%  Executor task l  [kernel.kallsyms]                    [k] do_open
     1.14%     0.01%  swapper          [kernel.kallsyms]                    [k] cpuidle_idle_call
     1.14%     1.02%  Executor task l  [kernel.kallsyms]                    [k] ktime_get
     1.13%     0.00%  G1 Refine#0      [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     1.11%     0.00%  G1 Refine#0      [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
     1.11%     0.01%  Executor task l  [kernel.kallsyms]                    [k] read_pages
     1.06%     0.02%  Executor task l  [kernel.kallsyms]                    [k] lookup_fast
     1.05%     0.08%  kswapd0          [kernel.kallsyms]                    [k] shrink_page_list
     1.04%     1.01%  Executor task l  [kernel.kallsyms]                    [k] __d_lookup_rcu
     1.03%     0.61%  Executor task l  [kernel.kallsyms]                    [k] update_rq_clock_task
     1.03%     0.00%  G1 Refine#1      [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     1.01%     0.00%  G1 Refine#1      [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
     1.00%     0.01%  G1 Refine#0      [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
     0.98%     0.02%  G1 Refine#0      [kernel.kallsyms]                    [k] hrtimer_interrupt
     0.98%     0.05%  Executor task l  [kernel.kallsyms]                    [k] exit_to_user_mode_loop
     0.97%     0.01%  Executor task l  [kernel.kallsyms]                    [k] add_to_page_cache_lru
     0.96%     0.87%  Executor task l  [kernel.kallsyms]                    [k] __update_load_avg_se
     0.96%     0.00%  swapper          [kernel.kallsyms]                    [k] cpuidle_enter
     0.96%     0.02%  swapper          [kernel.kallsyms]                    [k] cpuidle_enter_state
     0.93%     0.93%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_active
     0.93%     0.26%  Executor task l  [kernel.kallsyms]                    [k] amd_pmu_wait_on_overflow
     0.92%     0.91%  Executor task l  [kernel.kallsyms]                    [k] __cgroup_account_cputime_field
     0.90%     0.01%  G1 Refine#1      [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
     0.88%     0.02%  G1 Refine#1      [kernel.kallsyms]                    [k] hrtimer_interrupt
     0.87%     0.87%  Executor task l  [kernel.kallsyms]                    [k] update_cfs_group
     0.87%     0.87%  Executor task l  [kernel.kallsyms]                    [k] check_cpu_stall
     0.87%     0.02%  G1 Refine#0      [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.85%     0.00%  G1 Refine#2      [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     0.85%     0.03%  Executor task l  [kernel.kallsyms]                    [k] syscall_exit_to_user_mode
     0.85%     0.08%  Executor task l  [kernel.kallsyms]                    [k] link_path_walk.part.0
     0.85%     0.00%  G1 Refine#0      [kernel.kallsyms]                    [k] __run_hrtimer
