# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3621138704210
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                                                                         
# ........  ........  ...............  ...................................  ...............................................................................................................................................................................................................
#
    47.18%     0.04%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    47.14%     0.05%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
    35.35%     0.04%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
    35.08%     0.06%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
    34.78%     0.13%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
    34.56%     0.48%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
    26.02%     0.16%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    25.25%    24.40%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
    24.95%     0.07%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    22.96%     0.07%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
    22.88%     0.16%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
    22.73%     0.31%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    22.33%     0.68%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    19.61%     0.45%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    19.16%     0.07%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    18.23%     0.05%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    17.24%     0.03%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    17.05%     0.58%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    12.90%     0.61%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    10.89%     0.10%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
     9.51%     0.20%  Executor task l  [kernel.kallsyms]                    [k] page_cache_ra_unbounded
     9.51%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_write
     9.44%     0.07%  Executor task l  [kernel.kallsyms]                    [k] vfs_write
     9.34%     0.02%  Executor task l  [kernel.kallsyms]                    [k] new_sync_write
     9.30%     0.02%  Executor task l  [kernel.kallsyms]                    [k] ext4_buffered_write_iter
     8.62%     0.08%  Executor task l  [kernel.kallsyms]                    [k] generic_perform_write
     5.90%     0.64%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     5.34%     0.34%  Executor task l  [kernel.kallsyms]                    [k] __alloc_pages
     5.11%     0.04%  Executor task l  [kernel.kallsyms]                    [k] add_to_page_cache_lru
     5.05%     0.57%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     4.89%     0.03%  Executor task l  [kernel.kallsyms]                    [k] asm_exc_page_fault
     4.68%     0.01%  Executor task l  [kernel.kallsyms]                    [k] exc_page_fault
     4.57%     0.01%  Executor task l  [kernel.kallsyms]                    [k] do_user_addr_fault
     4.47%     2.27%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     4.23%     0.03%  Executor task l  [kernel.kallsyms]                    [k] handle_mm_fault
     4.18%     0.16%  Executor task l  [kernel.kallsyms]                    [k] get_page_from_freelist
     4.14%     0.06%  Executor task l  [kernel.kallsyms]                    [k] __handle_mm_fault
     4.06%     0.04%  Executor task l  [kernel.kallsyms]                    [k] do_anonymous_page
     3.73%     0.57%  Executor task l  [kernel.kallsyms]                    [k] __add_to_page_cache_locked
     3.69%     0.08%  Executor task l  [kernel.kallsyms]                    [k] ext4_da_write_begin
     2.99%     0.03%  Executor task l  [kernel.kallsyms]                    [k] alloc_pages_vma
     2.83%     0.00%  kswapd0          [kernel.kallsyms]                    [k] kswapd
     2.83%     0.00%  kswapd0          [kernel.kallsyms]                    [k] kthread
     2.83%     0.00%  kswapd0          [kernel.kallsyms]                    [k] ret_from_fork
     2.82%     0.00%  kswapd0          [kernel.kallsyms]                    [k] balance_pgdat
     2.82%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_node
     2.81%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_node_memcgs
     2.74%     0.04%  Executor task l  [kernel.kallsyms]                    [k] read_pages
     2.70%     0.11%  Executor task l  [kernel.kallsyms]                    [k] copy_page_from_iter_atomic
     2.55%     1.00%  Executor task l  [kernel.kallsyms]                    [k] update_load_avg
     1.97%     1.96%  Executor task l  [kernel.kallsyms]                    [k] native_queued_spin_lock_slowpath.part.0
     1.96%     0.02%  Executor task l  [kernel.kallsyms]                    [k] kernel_init_free_pages.part.0
     1.94%     1.88%  Executor task l  [kernel.kallsyms]                    [k] clear_page_rep
     1.94%     0.42%  Executor task l  [kernel.kallsyms]                    [k] rmqueue
     1.88%     0.22%  Executor task l  [kernel.kallsyms]                    [k] ext4_mpage_readpages
     1.82%     0.00%  kswapd0          [kernel.kallsyms]                    [k] lru_gen_shrink_lruvec
     1.82%     0.02%  Executor task l  [kernel.kallsyms]                    [k] amd_pmu_disable_all
     1.79%     0.00%  kswapd0          [kernel.kallsyms]                    [k] evict_pages
     1.70%     0.08%  Executor task l  [kernel.kallsyms]                    [k] ext4_da_write_end
     1.64%     0.23%  Executor task l  [kernel.kallsyms]                    [k] __irq_exit_rcu
     1.61%     0.00%  Executor task l  [kernel.kallsyms]                    [k] grab_cache_page_write_begin
     1.61%     0.78%  Executor task l  [kernel.kallsyms]                    [k] account_user_time
     1.59%     0.03%  Executor task l  [kernel.kallsyms]                    [k] pagecache_get_page
     1.55%     0.06%  Executor task l  [kernel.kallsyms]                    [k] __block_write_begin_int
     1.55%     0.05%  Executor task l  [kernel.kallsyms]                    [k] __mark_inode_dirty
     1.46%     0.17%  Executor task l  [kernel.kallsyms]                    [k] lru_cache_add
     1.41%     0.09%  kswapd0          [kernel.kallsyms]                    [k] shrink_page_list
     1.40%     0.03%  Executor task l  [kernel.kallsyms]                    [k] ext4_dirty_inode
     1.40%     0.03%  Executor task l  [kernel.kallsyms]                    [k] generic_write_end
     1.39%     0.90%  Executor task l  [kernel.kallsyms]                    [k] update_curr
     1.36%     1.14%  Executor task l  [kernel.kallsyms]                    [k] x86_pmu_disable_all
     1.33%     0.15%  Executor task l  [kernel.kallsyms]                    [k] exit_to_user_mode_prepare
     1.33%     0.00%  Executor task l  [kernel.kallsyms]                    [k] asm_common_interrupt
     1.30%     0.01%  Executor task l  [kernel.kallsyms]                    [k] common_interrupt
     1.29%     0.12%  Executor task l  [kernel.kallsyms]                    [k] __pagevec_lru_add
