# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 7958003763687
#
# Children      Self  Command          Shared Object         Symbol                                             
# ........  ........  ...............  ....................  ...................................................
#
    26.69%     0.23%  java             [kernel.kallsyms]     [k] asm_exc_page_fault
    25.03%     0.27%  java             [kernel.kallsyms]     [k] exc_page_fault
    22.91%     0.30%  java             [kernel.kallsyms]     [k] do_user_addr_fault
    20.84%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
    20.82%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] do_syscall_64
    18.68%     0.73%  java             [kernel.kallsyms]     [k] handle_mm_fault
    18.26%     0.18%  LocalJobRunner   [kernel.kallsyms]     [k] asm_exc_page_fault
    16.78%     0.12%  LocalJobRunner   [kernel.kallsyms]     [k] exc_page_fault
    16.42%     3.30%  java             [kernel.kallsyms]     [k] __handle_mm_fault
    15.92%     0.26%  LocalJobRunner   [kernel.kallsyms]     [k] do_user_addr_fault
    14.98%     0.35%  LocalJobRunner   [kernel.kallsyms]     [k] handle_mm_fault
    13.87%     1.55%  LocalJobRunner   [kernel.kallsyms]     [k] __handle_mm_fault
     9.85%     0.14%  java             [kernel.kallsyms]     [k] migrate_misplaced_page
     9.66%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] __x64_sys_write
     9.66%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ksys_write
     9.66%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] vfs_write
     9.66%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] new_sync_write
     9.66%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_file_write_iter
     9.66%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_buffered_write_iter
     9.63%     0.03%  LocalJobRunner   [kernel.kallsyms]     [k] generic_perform_write
     9.63%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] __x64_sys_read
     9.63%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ksys_read
     9.63%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] vfs_read
     9.63%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] new_sync_read
     9.62%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_file_read_iter
     9.62%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] generic_file_read_iter
     9.62%     0.18%  LocalJobRunner   [kernel.kallsyms]     [k] filemap_read
     8.74%     8.63%  LocalJobRunner   [kernel.kallsyms]     [k] copy_user_enhanced_fast_string
     8.28%     0.65%  java             [kernel.kallsyms]     [k] migrate_pages
     7.54%     0.00%  swapper          [kernel.kallsyms]     [k] secondary_startup_64_no_verify
     7.54%     0.00%  swapper          [kernel.kallsyms]     [k] cpu_startup_entry
