# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 6600568879391
#
# Children      Self  Command          Shared Object      Symbol                                        
# ........  ........  ...............  .................  ..............................................
#
    70.77%     0.01%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    70.77%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    70.63%     0.06%  swapper          [kernel.kallsyms]  [k] do_idle
    69.51%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    67.59%     0.18%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    67.59%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    63.03%    60.98%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
     3.88%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] do_syscall_64
     3.88%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     3.57%     0.00%  kswapd0          [kernel.kallsyms]  [k] balance_pgdat
     3.57%     0.00%  kswapd0          [kernel.kallsyms]  [k] kswapd
     3.57%     0.00%  kswapd0          [kernel.kallsyms]  [k] kthread
     3.57%     0.00%  kswapd0          [kernel.kallsyms]  [k] ret_from_fork
     3.52%     0.01%  kswapd0          [kernel.kallsyms]  [k] shrink_node
     3.20%     0.04%  kswapd0          [kernel.kallsyms]  [k] evict_pages
     3.20%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_lruvec
     3.09%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __x64_sys_fadvise64
     3.09%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] generic_fadvise
     3.09%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] ksys_fadvise64_64
     3.04%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] asm_exc_page_fault
     3.03%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] exc_page_fault
     3.01%     0.02%  Native-Transpor  [kernel.kallsyms]  [k] do_user_addr_fault
     2.95%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] handle_mm_fault
     2.91%     0.05%  Native-Transpor  [kernel.kallsyms]  [k] __handle_mm_fault
     2.79%     0.01%  NonPeriodicTask  [kernel.kallsyms]  [k] __invalidate_mapping_pages
     2.74%     2.56%  swapper          [kernel.kallsyms]  [k] poll_idle
     2.53%     0.02%  Native-Transpor  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     2.50%     0.11%  kswapd0          [kernel.kallsyms]  [k] shrink_page_list
     2.49%     0.02%  Native-Transpor  [kernel.kallsyms]  [k] do_syscall_64
     2.48%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __do_fault
