# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 864K of event 'cycles'
# Event count (approx.): 1638472643221
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                     
# ........  ........  ...............  ..................................  ...........................................................................................................................................................
#
    37.42%     0.11%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    36.77%     0.08%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    32.54%     0.46%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    31.77%     0.73%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    27.99%     0.60%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    27.39%     0.04%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    26.31%     0.07%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    24.95%     0.11%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    24.79%     1.11%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    18.15%     0.80%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    16.89%     0.03%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    16.86%     0.04%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
    11.17%     0.02%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
    11.03%     0.05%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
    10.88%     0.06%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
    10.77%     0.16%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
     8.34%     1.05%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     7.06%     0.64%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     6.42%     2.75%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     5.57%     0.03%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
     5.54%     0.06%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
     5.49%     5.36%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
     4.38%     0.02%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
     3.78%     0.00%  Executor task l  [kernel.kallsyms]                   [k] __x64_sys_openat
     3.78%     0.01%  Executor task l  [kernel.kallsyms]                   [k] do_sys_openat2
     3.37%     0.03%  Executor task l  [kernel.kallsyms]                   [k] do_filp_open
     3.37%     1.47%  Executor task l  [kernel.kallsyms]                   [k] update_load_avg
     3.35%     0.02%  Executor task l  [kernel.kallsyms]                   [k] path_openat
     3.34%     0.27%  Executor task l  [kernel.kallsyms]                   [k] __irq_exit_rcu
     3.23%     0.02%  Executor task l  [kernel.kallsyms]                   [k] amd_pmu_disable_all
     2.89%     0.02%  Executor task l  [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     2.78%     0.53%  Executor task l  [kernel.kallsyms]                   [k] __softirqentry_text_start
     2.69%     1.68%  Executor task l  [kernel.kallsyms]                   [k] account_user_time
     2.24%     1.94%  Executor task l  [kernel.kallsyms]                   [k] x86_pmu_disable_all
     2.01%     1.94%  Executor task l  [kernel.kallsyms]                   [k] ktime_get_update_offsets_now
     1.99%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kswapd
     1.99%     0.00%  kswapd0          [kernel.kallsyms]                   [k] kthread
     1.99%     0.00%  kswapd0          [kernel.kallsyms]                   [k] ret_from_fork
     1.98%     1.24%  Executor task l  [kernel.kallsyms]                   [k] update_curr
     1.98%     0.00%  kswapd0          [kernel.kallsyms]                   [k] balance_pgdat
     1.98%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_node
     1.98%     0.01%  kswapd0          [kernel.kallsyms]                   [k] shrink_node_memcgs
     1.86%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_lruvec
     1.85%     0.18%  Executor task l  [kernel.kallsyms]                   [k] rcu_sched_clock_irq
     1.64%     0.00%  kswapd0          [kernel.kallsyms]                   [k] shrink_inactive_list
     1.42%     0.12%  Executor task l  [kernel.kallsyms]                   [k] rcu_core
     1.39%     0.75%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_read_batch
     1.36%     0.47%  Executor task l  [kernel.kallsyms]                   [k] rcu_pending
     1.21%     0.08%  kswapd0          [kernel.kallsyms]                   [k] shrink_page_list
     1.21%     0.00%  swapper          [kernel.kallsyms]                   [k] cpu_startup_entry
     1.21%     0.00%  swapper          [kernel.kallsyms]                   [k] secondary_startup_64_no_verify
     1.20%     0.01%  swapper          [kernel.kallsyms]                   [k] do_idle
     1.18%     0.16%  Executor task l  [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     1.15%     1.02%  Executor task l  [kernel.kallsyms]                   [k] ktime_get
     1.14%     0.01%  Executor task l  [kernel.kallsyms]                   [k] read_pages
     1.13%     0.02%  Executor task l  [kernel.kallsyms]                   [k] do_open
     1.11%     0.00%  G1 Refine#0      [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     1.09%     0.00%  G1 Refine#0      [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     1.07%     0.61%  Executor task l  [kernel.kallsyms]                   [k] update_rq_clock_task
     1.06%     0.02%  swapper          [kernel.kallsyms]                   [k] cpuidle_idle_call
     1.04%     0.95%  Executor task l  [kernel.kallsyms]                   [k] __update_load_avg_se
     1.01%     0.00%  G1 Refine#1      [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     1.00%     0.03%  Executor task l  [kernel.kallsyms]                   [k] lookup_fast
