# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 6786877701719
#
# Children      Self  Command          Shared Object      Symbol                                        
# ........  ........  ...............  .................  ..............................................
#
    63.36%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    63.35%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    63.20%     0.16%  swapper          [kernel.kallsyms]  [k] do_idle
    61.98%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    60.55%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    60.47%     0.15%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    56.40%    54.72%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
     6.79%     0.00%  kswapd1          [kernel.kallsyms]  [k] balance_pgdat
     6.79%     0.00%  kswapd1          [kernel.kallsyms]  [k] kswapd
     6.79%     0.00%  kswapd1          [kernel.kallsyms]  [k] kthread
     6.79%     0.00%  kswapd1          [kernel.kallsyms]  [k] ret_from_fork
     6.79%     0.00%  kswapd1          [kernel.kallsyms]  [k] shrink_node
     6.74%     0.00%  kswapd1          [kernel.kallsyms]  [k] shrink_lruvec
     4.96%     0.27%  kswapd1          [kernel.kallsyms]  [k] shrink_page_list
     4.02%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] do_syscall_64
     4.02%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     3.69%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] asm_exc_page_fault
     3.69%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] exc_page_fault
     3.64%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] do_user_addr_fault
     3.57%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] handle_mm_fault
     3.52%     0.07%  Native-Transpor  [kernel.kallsyms]  [k] __handle_mm_fault
     3.15%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __x64_sys_fadvise64
     3.15%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] generic_fadvise
     3.15%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] ksys_fadvise64_64
     3.03%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __do_fault
     3.02%     0.04%  Native-Transpor  [kernel.kallsyms]  [k] filemap_fault
     2.92%     0.00%  kswapd1          [kernel.kallsyms]  [k] rmap_walk
     2.90%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __invalidate_mapping_pages
     2.86%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] page_cache_ra_unbounded
     2.83%     0.00%  kswapd0          [kernel.kallsyms]  [k] kswapd
     2.83%     0.00%  kswapd0          [kernel.kallsyms]  [k] kthread
     2.83%     0.00%  kswapd0          [kernel.kallsyms]  [k] ret_from_fork
     2.82%     0.00%  kswapd0          [kernel.kallsyms]  [k] balance_pgdat
     2.82%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_lruvec
     2.82%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_node
     2.68%     0.19%  kswapd1          [kernel.kallsyms]  [k] rmap_walk_file
     2.66%     0.04%  kswapd1          [kernel.kallsyms]  [k] page_referenced
     2.62%     0.05%  Native-Transpor  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     2.58%     2.43%  swapper          [kernel.kallsyms]  [k] poll_idle
     2.54%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] do_syscall_64
     2.43%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] do_page_cache_ra
     2.17%     0.39%  kswapd1          [kernel.kallsyms]  [k] page_referenced_one
     2.16%     0.21%  kswapd0          [kernel.kallsyms]  [k] shrink_page_list
     2.00%     2.00%  swapper          [unknown]          [.] 0000000000000000
     1.93%     0.05%  Native-Transpor  [kernel.kallsyms]  [k] add_to_page_cache_lru
     1.90%     0.09%  Native-Transpor  [kernel.kallsyms]  [k] __x64_sys_futex
     1.79%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] do_futex
     1.72%     1.38%  NonPeriodicTask  [kernel.kallsyms]  [k] find_lock_entries
     1.65%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] do_syscall_64
     1.65%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     1.61%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] invalidate_mapping_pagevec
     1.59%     1.55%  kswapd1          [kernel.kallsyms]  [k] page_vma_mapped_walk
     1.54%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] invalidate_mapping_pages
     1.52%     0.07%  Native-Transpor  [kernel.kallsyms]  [k] futex_wait
     1.38%     0.00%  swapper          [kernel.kallsyms]  [k] arch_call_rest_init
     1.38%     0.00%  swapper          [kernel.kallsyms]  [k] rest_init
     1.38%     0.00%  swapper          [kernel.kallsyms]  [k] start_kernel
     1.38%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_kernel
     1.38%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_reservations
     1.32%     0.00%  kswapd0          [kernel.kallsyms]  [k] rmap_walk
     1.29%     0.02%  swapper          [kernel.kallsyms]  [k] schedule_idle
     1.26%     0.04%  Native-Transpor  [kernel.kallsyms]  [k] futex_wait_queue_me
     1.23%     0.24%  swapper          [kernel.kallsyms]  [k] __schedule
     1.21%     0.05%  kswapd0          [kernel.kallsyms]  [k] rmap_walk_file
     1.20%     0.00%  kswapd1          [kernel.kallsyms]  [k] __remove_mapping
     1.18%     0.05%  Native-Transpor  [kernel.kallsyms]  [k] workingset_refault
     1.16%     0.07%  Native-Transpor  [kernel.kallsyms]  [k] schedule
     1.14%     0.03%  kswapd0          [kernel.kallsyms]  [k] page_referenced
     1.07%     0.00%  kswapd1          [kernel.kallsyms]  [k] __delete_from_page_cache
     1.07%     0.00%  kswapd1          [kernel.kallsyms]  [k] shrink_active_list
     1.07%     0.10%  cluster1-nio-wo  [kernel.kallsyms]  [k] futex_wake
     1.07%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] __x64_sys_futex
     1.07%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] do_futex
     1.06%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     1.05%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     1.04%     0.23%  Native-Transpor  [kernel.kallsyms]  [k] __schedule
     0.96%     0.12%  NonPeriodicTask  [kernel.kallsyms]  [k] deactivate_file_page
     0.96%     0.05%  kswapd1          [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.96%     0.00%  kswapd1          [kernel.kallsyms]  [k] arch_tlbbatch_flush
     0.96%     0.00%  kswapd1          [kernel.kallsyms]  [k] try_to_unmap_flush
     0.91%     0.00%  swapper          [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.91%     0.05%  cluster1-nio-wo  [kernel.kallsyms]  [k] try_to_wake_up
     0.91%     0.04%  kswapd0          [kernel.kallsyms]  [k] page_referenced_one
     0.90%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] wake_up_q
     0.90%     0.00%  kswapd1          [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.88%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] do_syscall_64
     0.88%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.87%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __do_munmap
     0.87%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __vm_munmap
     0.87%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __x64_sys_munmap
     0.87%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_region
     0.81%     0.72%  kswapd0          [kernel.kallsyms]  [k] page_vma_mapped_walk
     0.80%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_single_vma
     0.80%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_vmas
