# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 982K of event 'cycles'
# Event count (approx.): 2287283963455
#
# Children      Self  Command          Shared Object                       Symbol                                                                                                                                                                                               
# ........  ........  ...............  ..................................  .....................................................................................................................................................................................................
#
    32.08%     0.10%  Executor task l  [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
    31.14%     0.04%  Executor task l  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
    27.47%     0.33%  Executor task l  [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
    26.92%     0.66%  Executor task l  [kernel.kallsyms]                   [k] hrtimer_interrupt
    23.71%     0.44%  Executor task l  [kernel.kallsyms]                   [k] __hrtimer_run_queues
    23.26%     0.03%  Executor task l  [kernel.kallsyms]                   [k] __run_hrtimer
    22.36%     0.06%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_timer
    21.18%     0.09%  Executor task l  [kernel.kallsyms]                   [k] tick_sched_handle
    21.03%     0.81%  Executor task l  [kernel.kallsyms]                   [k] update_process_times
    15.47%     0.70%  Executor task l  [kernel.kallsyms]                   [k] scheduler_tick
    12.96%     0.03%  Executor task l  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
    12.94%     0.02%  Executor task l  [kernel.kallsyms]                   [k] do_syscall_64
     8.25%     0.01%  Executor task l  [kernel.kallsyms]                   [k] ksys_read
     8.14%     0.04%  Executor task l  [kernel.kallsyms]                   [k] vfs_read
     8.02%     0.06%  Executor task l  [kernel.kallsyms]                   [k] new_sync_read
     7.92%     0.11%  Executor task l  [kernel.kallsyms]                   [k] filemap_read
     6.98%     0.78%  Executor task l  [kernel.kallsyms]                   [k] task_tick_fair
     6.04%     0.65%  Executor task l  [kernel.kallsyms]                   [k] perf_event_task_tick
     5.80%     0.04%  Executor task l  [kernel.kallsyms]                   [k] asm_exc_page_fault
     5.59%     0.01%  Executor task l  [kernel.kallsyms]                   [k] exc_page_fault
     5.49%     0.02%  Executor task l  [kernel.kallsyms]                   [k] do_user_addr_fault
     5.40%     2.38%  Executor task l  [kernel.kallsyms]                   [k] perf_adjust_freq_unthr_context
     4.96%     0.04%  Executor task l  [kernel.kallsyms]                   [k] handle_mm_fault
     4.86%     0.06%  Executor task l  [kernel.kallsyms]                   [k] __handle_mm_fault
     4.76%     0.04%  Executor task l  [kernel.kallsyms]                   [k] do_anonymous_page
     4.02%     0.02%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter
     4.00%     0.04%  Executor task l  [kernel.kallsyms]                   [k] copy_page_to_iter_iovec
     3.95%     3.87%  Executor task l  [kernel.kallsyms]                   [k] copy_user_generic_string
     3.73%     0.07%  Executor task l  [kernel.kallsyms]                   [k] __alloc_pages
     3.64%     0.08%  Executor task l  [kernel.kallsyms]                   [k] get_page_from_freelist
     3.38%     0.09%  Executor task l  [kernel.kallsyms]                   [k] alloc_pages_vma
     3.28%     0.03%  Executor task l  [kernel.kallsyms]                   [k] filemap_get_pages
     2.99%     0.26%  Executor task l  [kernel.kallsyms]                   [k] __irq_exit_rcu
     2.98%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] kcompactd
     2.98%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] kthread
     2.98%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] ret_from_fork
     2.97%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] compact_zone
     2.97%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] proactive_compact_node
     2.91%     0.01%  kcompactd0       [kernel.kallsyms]                   [k] migrate_pages
     2.90%     0.01%  kcompactd0       [kernel.kallsyms]                   [k] unmap_and_move
     2.86%     0.00%  Executor task l  [kernel.kallsyms]                   [k] __x64_sys_openat
     2.86%     0.00%  Executor task l  [kernel.kallsyms]                   [k] do_sys_openat2
     2.83%     1.35%  Executor task l  [kernel.kallsyms]                   [k] update_load_avg
     2.75%     0.05%  Executor task l  [kernel.kallsyms]                   [k] kernel_init_free_pages.part.0
     2.70%     0.02%  Executor task l  [kernel.kallsyms]                   [k] amd_pmu_disable_all
     2.69%     2.61%  Executor task l  [kernel.kallsyms]                   [k] clear_page_rep
     2.57%     0.02%  Executor task l  [kernel.kallsyms]                   [k] do_filp_open
     2.55%     0.01%  Executor task l  [kernel.kallsyms]                   [k] path_openat
     2.47%     1.14%  Executor task l  [kernel.kallsyms]                   [k] account_user_time
     2.45%     0.45%  Executor task l  [kernel.kallsyms]                   [k] __softirqentry_text_start
     2.35%     0.01%  kcompactd0       [kernel.kallsyms]                   [k] __unmap_and_move
