# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 11131294483677
#
# Children      Self  Command          Shared Object            Symbol                                                                                                                                                                          
# ........  ........  ...............  .......................  ................................................................................................................................................................................
#
     0.00%     0.00%  kworker/22:1     [kernel.kallsyms]        [k] schedule
     0.00%     0.00%  kworker/28:1H-k  [kernel.kallsyms]        [k] worker_thread
     0.00%     0.00%  kworker/28:1H-k  [kernel.kallsyms]        [k] kthread
     0.00%     0.00%  kworker/28:1H-k  [kernel.kallsyms]        [k] ret_from_fork
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN4ItemC2EP3THD
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000dd3e89
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] xas_nomem
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]        [k] __schedule
     0.00%     0.00%  kworker/22:2-di  [kernel.kallsyms]        [k] __wake_up_common
     0.00%     0.00%  khugepaged       [kernel.kallsyms]        [k] page_vma_mapped_walk
     0.00%     0.00%  khugepaged       [kernel.kallsyms]        [k] page_referenced_one
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  kworker/31:1     [kernel.kallsyms]        [k] __schedule
     0.00%     0.00%  kworker/10:1H-k  [kernel.kallsyms]        [k] worker_thread
     0.00%     0.00%  kworker/10:1H-k  [kernel.kallsyms]        [k] kthread
     0.00%     0.00%  kworker/10:1H-k  [kernel.kallsyms]        [k] ret_from_fork
     0.00%     0.00%  kworker/22:1     [kernel.kallsyms]        [k] __schedule
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN13st_join_table17save_explain_dataEP20Explain_table_accessybPS_
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ccbab3
     0.00%     0.00%  kworker/16:0     [kernel.kallsyms]        [k] autoremove_wake_function
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN6LOGGER11log_commandEP3THD19enum_server_command
     0.00%     0.00%  kworker/25:2-di  [kernel.kallsyms]        [k] schedule
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d7245e
     0.00%     0.00%  kworker/22:2-di  [kernel.kallsyms]        [k] autoremove_wake_function
     0.00%     0.00%  kworker/1:1      [kernel.kallsyms]        [k] __wake_up_common
     0.00%     0.00%  perf             [kernel.kallsyms]        [k] do_poll.constprop.0
     0.00%     0.00%  kworker/5:0      [kernel.kallsyms]        [k] aio_complete_rw
     0.00%     0.00%  kworker/22:2-di  [kernel.kallsyms]        [k] __schedule
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] __update_blocked_others
     0.00%     0.00%  kworker/16:0     [kernel.kallsyms]        [k] try_to_wake_up
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000da1a07
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] page_anon_vma
     0.00%     0.00%  mariadbd         mariadbd                 [.] _Z20find_field_in_tablesP3THDP10Item_identP10TABLE_LISTS4_P4ListIS3_EPP4Item27find_item_error_report_typebb
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000a95307
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d184e7
     0.00%     0.00%  swapper          [kernel.kallsyms]        [k] migrate_task_rq_fair
     0.00%     0.00%  kworker/12:2-di  [kernel.kallsyms]        [k] __wake_up_common
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d68051
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] delay_halt
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] __list_del_entry_valid
     0.00%     0.00%  kworker/23:0-di  [kernel.kallsyms]        [k] try_to_wake_up
     0.00%     0.00%  kworker/23:0-di  [kernel.kallsyms]        [k] autoremove_wake_function
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c9f7f5
     0.00%     0.00%  kworker/14:1-di  [kernel.kallsyms]        [k] process_one_work
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN11MDL_context27release_locks_stored_beforeE17enum_mdl_durationP10MDL_ticket
     0.00%     0.00%  mariadbd         mariadbd                 [.] my_free
     0.00%     0.00%  kworker/14:2     [kernel.kallsyms]        [k] aio_complete_rw
     0.00%     0.00%  kworker/1:1      [kernel.kallsyms]        [k] autoremove_wake_function
     0.00%     0.00%  kworker/5:1      [kernel.kallsyms]        [k] schedule
     0.00%     0.00%  kworker/u64:1-f  [kernel.kallsyms]        [k] kthread
     0.00%     0.00%  kworker/u64:1-f  [kernel.kallsyms]        [k] ret_from_fork
     0.00%     0.00%  kworker/u64:1-f  [kernel.kallsyms]        [k] worker_thread
     0.00%     0.00%  mariadbd         mariadbd                 [.] _Z11lock_tablesP3THDP10TABLE_LISTjj
     0.00%     0.00%  kworker/1:1      [kernel.kallsyms]        [k] schedule
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] __mnt_want_write
     0.00%     0.00%  swapper          [kernel.kallsyms]        [k] task_tick_idle
     0.00%     0.00%  tclsh8.6         libtcl8.6.so             [.] Tcl_DStringFree
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] __anon_vma_interval_tree_subtree_search
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN5Field25sp_prepare_and_store_itemEP3THDPP4Item
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]        [k] __wake_up_common
     0.00%     0.00%  kworker/2:2      [kernel.kallsyms]        [k] aio_complete_rw
     0.00%     0.00%  mariadbd         mariadbd                 [.] my_vsnprintf_ex
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZNSt6chrono3_V212system_clock3nowEv@plt
     0.00%     0.00%  kworker/5:1      [kernel.kallsyms]        [k] aio_complete_rw
     0.00%     0.00%  kworker/25:2-di  [kernel.kallsyms]        [k] try_to_wake_up
     0.00%     0.00%  kworker/25:2-di  [kernel.kallsyms]        [k] autoremove_wake_function
     0.00%     0.00%  perf             [kernel.kallsyms]        [k] try_to_unmap
     0.00%     0.00%  kworker/u64:1-f  [kernel.kallsyms]        [k] process_one_work
     0.00%     0.00%  kworker/22:1H-k  [kernel.kallsyms]        [k] worker_thread
     0.00%     0.00%  kworker/22:1H-k  [kernel.kallsyms]        [k] kthread
     0.00%     0.00%  kworker/22:1H-k  [kernel.kallsyms]        [k] ret_from_fork
     0.00%     0.00%  kworker/14:0     [kernel.kallsyms]        [k] __wake_up_common
     0.00%     0.00%  mariadbd         mariadbd                 [.] rw_pr_unlock
     0.00%     0.00%  kworker/25:2-di  [kernel.kallsyms]        [k] __schedule
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] blk_account_io_merge_bio
     0.00%     0.00%  kworker/12:2-di  [kernel.kallsyms]        [k] try_to_wake_up
     0.00%     0.00%  kworker/12:2-di  [kernel.kallsyms]        [k] autoremove_wake_function
     0.00%     0.00%  khugepaged       [kernel.kallsyms]        [k] __collapse_huge_page_copy.isra.0
     0.00%     0.00%  kswapd0          [kernel.kallsyms]        [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/1:1      [kernel.kallsyms]        [k] try_to_wake_up
     0.00%     0.00%  kworker/19:2     [kernel.kallsyms]        [k] worker_thread
     0.00%     0.00%  kworker/19:2     [kernel.kallsyms]        [k] kthread
     0.00%     0.00%  kworker/19:2     [kernel.kallsyms]        [k] ret_from_fork
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] entry_SYSCALL_64_safe_stack
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] ext4_es_scan_range
     0.00%     0.00%  tclsh8.6         libmariadb.so.3          [.] 0x00000000000254fb
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] blk_poll
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] wake_up_bit
     0.00%     0.00%  swapper          [kernel.kallsyms]        [k] dequeue_entity
     0.00%     0.00%  kworker/8:2-eve  [kernel.kallsyms]        [k] __wake_up_common_lock
     0.00%     0.00%  swapper          [kernel.kallsyms]        [k] cpu_latency_qos_limit
     0.00%     0.00%  kworker/23:0-di  [kernel.kallsyms]        [k] schedule
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]        [k] rcu_gp_fqs_loop
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] nvme_error_status
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]        [k] autoremove_wake_function
     0.00%     0.00%  swapper          [kernel.kallsyms]        [k] account_process_tick
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d9b4f0
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ccd29b
     0.00%     0.00%  mariadbd         mariadbd                 [.] _Z13get_lock_dataP3THDPP5TABLEjj
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] __rq_qos_done_bio
     0.00%     0.00%  kworker/24:0-di  [kernel.kallsyms]        [k] __schedule
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] __ghes_peek_estatus.isra.0
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] ghes_proc
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] mem_cgroup_id_put_many
     0.00%     0.00%  mariadbd         mariadbd                 [.] _Z36read_statistics_for_tables_if_neededP3THDP10TABLE_LIST
     0.00%     0.00%  swapper          [kernel.kallsyms]        [k] nvme_error_status
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN3THD19cleanup_after_queryEv
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN4JOIN18make_sum_func_listER4ListI4ItemES3_bb
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN10Yacc_state5resetEv
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN24Item_bool_rowready_func27cleanupEv
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] __fdget
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN14Arg_comparator18compare_int_signedEv
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c4b151
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN4JOIN21make_aggr_tables_infoEv
     0.00%     0.00%  perf             [kernel.kallsyms]        [k] page_referenced_one
     0.00%     0.00%  tclsh8.6         libmariadb.so.3          [.] 0x000000000002567b
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] update_pvclock_gtod
     0.00%     0.00%  mariadbd         libpthread-2.28.so       [.] __errno_location
     0.00%     0.00%  kworker/24:0-di  [kernel.kallsyms]        [k] __wake_up_common_lock
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000cd0133
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN18st_select_lex_unit21reinit_exec_mechanismEv
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d1e0b0
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]        [k] try_to_wake_up
     0.00%     0.00%  kworker/14:0     [kernel.kallsyms]        [k] autoremove_wake_function
     0.00%     0.00%  kworker/17:2-di  [kernel.kallsyms]        [k] schedule
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN10DsMrr_impl10dsmrr_nextEPPv
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] vm_normal_page
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN3THD20add_slow_query_stateEP19Sub_statement_state
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] __sbq_wake_up
     0.00%     0.00%  kworker/5:1      [kernel.kallsyms]        [k] __schedule
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000da21f9
     0.00%     0.00%  kworker/17:2-di  [kernel.kallsyms]        [k] __wake_up_common
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000cb1551
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] _raw_spin_trylock
     0.00%     0.00%  kworker/22:2-di  [kernel.kallsyms]        [k] try_to_wake_up
     0.00%     0.00%  mariadbd         mariadbd                 [.] _Z15ha_commit_transP3THDb
     0.00%     0.00%  tclsh8.6         libmariadb.so.3          [.] 0x000000000001a991
     0.00%     0.00%  kworker/25:1H-k  [kernel.kallsyms]        [k] kthread
     0.00%     0.00%  kworker/25:1H-k  [kernel.kallsyms]        [k] ret_from_fork
     0.00%     0.00%  kworker/25:1H-k  [kernel.kallsyms]        [k] worker_thread
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ccf633
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]        [k] __put_page
     0.00%     0.00%  kworker/1:1      [kernel.kallsyms]        [k] __schedule
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] wake_all_kswapds
     0.00%     0.00%  kworker/5:0      [kernel.kallsyms]        [k] __wake_up_common_lock
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] asm_sysvec_call_function
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ab81e6
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] errseq_check
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d6189c
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] iov_iter_alignment
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN11sp_rcontext14init_var_itemsEP3THDR4ListI16Spvar_definitionE
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN23Mrr_simple_index_reader8get_nextEPPv
     0.00%     0.00%  kswapd0          [kernel.kallsyms]        [k] blk_mq_flush_plug_list
     0.00%     0.00%  kswapd0          [kernel.kallsyms]        [k] blk_mq_sched_insert_requests
     0.00%     0.00%  kswapd0          [kernel.kallsyms]        [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] map_id_up
     0.00%     0.00%  kworker/14:0     [kernel.kallsyms]        [k] try_to_wake_up
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000da03d8
     0.00%     0.00%  swapper          [kernel.kallsyms]        [k] queued_spin_unlock
     0.00%     0.00%  perf             [kernel.kallsyms]        [k] try_to_unmap_one
     0.00%     0.00%  kworker/8:2-eve  [kernel.kallsyms]        [k] __wake_up_common
     0.00%     0.00%  kworker/1:0      [kernel.kallsyms]        [k] process_one_work
     0.00%     0.00%  kworker/15:2-di  [kernel.kallsyms]        [k] iomap_dio_complete_work
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000da1835
     0.00%     0.00%  swapper          [kernel.kallsyms]        [k] update_sd_pick_busiest
     0.00%     0.00%  kswapd0          [kernel.kallsyms]        [k] up_read
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ca0dd7
     0.00%     0.00%  kworker/13:1H-k  [kernel.kallsyms]        [k] worker_thread
     0.00%     0.00%  kworker/13:1H-k  [kernel.kallsyms]        [k] kthread
     0.00%     0.00%  kworker/13:1H-k  [kernel.kallsyms]        [k] ret_from_fork
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZNK23Type_handler_int_result8cmp_typeEv
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ccc197
     0.00%     0.00%  tclsh8.6         libmariadb.so.3          [.] mysql_next_result
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000dd4293
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] raw_spin_rq_unlock
     0.00%     0.00%  tclsh8.6         libmariadb.so.3          [.] 0x0000000000022ded
     0.00%     0.00%  kswapd0          [kernel.kallsyms]        [k] page_check_dirty_writeback
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]        [k] __wake_up_common_lock
     0.00%     0.00%  swapper          [kernel.kallsyms]        [k] mempool_kfree
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]        [k] schedule
     0.00%     0.00%  swapper          [kernel.kallsyms]        [k] __fprop_inc_percpu
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] wait_for_unix_gc
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ccd21b
     0.00%     0.00%  tclsh8.6         libtcl8.6.so             [.] Tcl_GetObjResult
     0.00%     0.00%  mariadbd         mariadbd                 [.] vio_timeout
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]        [k] free_unref_page
     0.00%     0.00%  tclsh8.6         libmariadb.so.3          [.] 0x00000000000255ac
     0.00%     0.00%  perf             [kernel.kallsyms]        [k] perf_poll
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZNK25Sp_rcontext_handler_local12get_rcontextEP11sp_rcontext
     0.00%     0.00%  kworker/17:2-di  [kernel.kallsyms]        [k] autoremove_wake_function
     0.00%     0.00%  swapper          [kernel.kallsyms]        [k] nvme_cleanup_cmd
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c8ed5e
     0.00%     0.00%  kswapd0          [kernel.kallsyms]        [k] __blk_mq_try_issue_directly
     0.00%     0.00%  kswapd0          [kernel.kallsyms]        [k] nvme_queue_rq
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]        [k] rmap_walk_anon
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] blk_mq_insert_requests
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] nvme_unmap_data.part.0
     0.00%     0.00%  kworker/17:2-di  [kernel.kallsyms]        [k] __schedule
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] __x86_indirect_thunk_r15
     0.00%     0.00%  kworker/14:0     [kernel.kallsyms]        [k] schedule
     0.00%     0.00%  kworker/7:1H-kb  [kernel.kallsyms]        [k] worker_thread
     0.00%     0.00%  kworker/7:1H-kb  [kernel.kallsyms]        [k] kthread
     0.00%     0.00%  kworker/7:1H-kb  [kernel.kallsyms]        [k] ret_from_fork
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]        [k] worker_thread
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]        [k] kthread
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]        [k] ret_from_fork
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d7c232
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d39ec2
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000ccd42e
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]        [k] mem_cgroup_uncharge
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c9f4e0
     0.00%     0.00%  tclsh8.6         libtcl8.6.so             [.] CreateHashEntry
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZNK12Item_splocal9this_itemEv
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000da1287
     0.00%     0.00%  kswapd0          [kernel.kallsyms]        [k] __count_memcg_events
     0.00%     0.00%  kworker/23:0-di  [kernel.kallsyms]        [k] __schedule
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x00000000006df750
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] mem_cgroup_iter
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000cd01f5
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d9be7b
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] swapcache_prepare
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] wbt_inflight_cb
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]        [k] try_to_wake_up
     0.00%     0.00%  kworker/8:2-eve  [kernel.kallsyms]        [k] autoremove_wake_function
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d9c20c
     0.00%     0.00%  kswapd0          [kernel.kallsyms]        [k] __list_add_valid
     0.00%     0.00%  khugepaged       [kernel.kallsyms]        [k] copy_page
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000da0651
     0.00%     0.00%  kworker/15:2-di  [kernel.kallsyms]        [k] iomap_dio_complete
     0.00%     0.00%  khugepaged       [kernel.kallsyms]        [k] __default_send_IPI_dest_field
     0.00%     0.00%  mariadbd         mariadbd                 [.] get_var_key
     0.00%     0.00%  kworker/30:0     [kernel.kallsyms]        [k] process_one_work
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] hrtimer_active
     0.00%     0.00%  kworker/25:0     [kernel.kallsyms]        [k] aio_complete_rw
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] __inc_zone_page_state
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] get_user_pages_fast
     0.00%     0.00%  kworker/2:2      [kernel.kallsyms]        [k] __wake_up_common_lock
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] __list_add_valid
     0.00%     0.00%  swapper          [kernel.kallsyms]        [k] pvclock_gtod_notify
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000c80d3d
     0.00%     0.00%  tclsh8.6         libmariadb.so.3          [.] 0x0000000000022d29
     0.00%     0.00%  kworker/1:2      [kernel.kallsyms]        [k] aio_complete_rw
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d297f9
     0.00%     0.00%  kworker/25:3     [kernel.kallsyms]        [k] __wake_up_common_lock
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000eb5982
     0.00%     0.00%  kworker/24:0-di  [kernel.kallsyms]        [k] __wake_up_common
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d92c75
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d7109b
     0.00%     0.00%  mariadbd         libc-2.28.so             [.] __libc_enable_asynccancel
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] kfree_skbmem
     0.00%     0.00%  kworker/5:1H-kb  [kernel.kallsyms]        [k] kthread
     0.00%     0.00%  kworker/5:1H-kb  [kernel.kallsyms]        [k] ret_from_fork
     0.00%     0.00%  kworker/5:1H-kb  [kernel.kallsyms]        [k] worker_thread
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]        [k] __x86_indirect_thunk_rax
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN3THD12sp_eval_exprEP5FieldPP4Item
     0.00%     0.00%  kworker/12:1H-k  [kernel.kallsyms]        [k] worker_thread
     0.00%     0.00%  kworker/12:1H-k  [kernel.kallsyms]        [k] kthread
     0.00%     0.00%  kworker/12:1H-k  [kernel.kallsyms]        [k] ret_from_fork
     0.00%     0.00%  kworker/16:1-di  [kernel.kallsyms]        [k] schedule
     0.00%     0.00%  mariadbd         mariadbd                 [.] _Z16lock_table_namesP3THDRK14DDL_options_stP10TABLE_LISTS5_mj
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]        [k] kthread
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]        [k] ret_from_fork
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]        [k] worker_thread
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000b99902
     0.00%     0.00%  kworker/20:1H-k  [kernel.kallsyms]        [k] worker_thread
     0.00%     0.00%  kworker/20:1H-k  [kernel.kallsyms]        [k] kthread
     0.00%     0.00%  kworker/20:1H-k  [kernel.kallsyms]        [k] ret_from_fork
     0.00%     0.00%  tclsh8.6         libmariadb.so.3          [.] 0x0000000000023e71
     0.00%     0.00%  swapper          [kernel.kallsyms]        [k] update_cpu_capacity
     0.00%     0.00%  swapper          [kernel.kallsyms]        [k] find_busiest_queue
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN11MDL_context12release_lockE17enum_mdl_durationP10MDL_ticket
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN6String6appendEPKcm
     0.00%     0.00%  kswapd0          [kernel.kallsyms]        [k] kswapd_try_to_sleep
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000da2dc7
     0.00%     0.00%  kworker/8:1H-kb  [kernel.kallsyms]        [k] process_one_work
     0.00%     0.00%  kworker/8:2-eve  [kernel.kallsyms]        [k] try_to_wake_up
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] wait_for_stable_page
     0.00%     0.00%  swapper          [kernel.kallsyms]        [k] irq_work_run_list
     0.00%     0.00%  kworker/0:0      [kernel.kallsyms]        [k] kthread
     0.00%     0.00%  kworker/0:0      [kernel.kallsyms]        [k] ret_from_fork
     0.00%     0.00%  kworker/0:0      [kernel.kallsyms]        [k] worker_thread
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d29863
     0.00%     0.00%  tclsh8.6         libmariadb.so.3          [.] 0x0000000000025671
     0.00%     0.00%  swapper          [kernel.kallsyms]        [k] autoremove_wake_function
     0.00%     0.00%  swapper          [kernel.kallsyms]        [k] perf_swevent_start
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN4JOIN10exec_innerEv
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] tick_do_update_jiffies64.part.0
     0.00%     0.00%  kworker/28:1-di  [kernel.kallsyms]        [k] iomap_dio_complete_work
     0.00%     0.00%  kworker/25:3     [kernel.kallsyms]        [k] __wake_up_common
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000a95510
     0.00%     0.00%  kworker/5:1-dio  [kernel.kallsyms]        [k] aio_complete_rw
     0.00%     0.00%  mariadbd         libc-2.28.so             [.] __strnlen_avx2
     0.00%     0.00%  kworker/24:1H-k  [kernel.kallsyms]        [k] worker_thread
     0.00%     0.00%  kworker/24:1H-k  [kernel.kallsyms]        [k] kthread
     0.00%     0.00%  kworker/24:1H-k  [kernel.kallsyms]        [k] ret_from_fork
     0.00%     0.00%  kworker/5:0      [kernel.kallsyms]        [k] __wake_up_common
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN7handler21ha_index_read_idx_mapEPhjPKhm16ha_rkey_function
     0.00%     0.00%  kworker/23:1H-k  [kernel.kallsyms]        [k] worker_thread
     0.00%     0.00%  kworker/23:1H-k  [kernel.kallsyms]        [k] kthread
     0.00%     0.00%  kworker/23:1H-k  [kernel.kallsyms]        [k] ret_from_fork
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]        [k] worker_thread
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]        [k] kthread
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]        [k] ret_from_fork
     0.00%     0.00%  kworker/31:2-di  [kernel.kallsyms]        [k] schedule
     0.00%     0.00%  kworker/28:1-di  [kernel.kallsyms]        [k] iomap_dio_complete
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]        [k] __wake_up_common
     0.00%     0.00%  kworker/23:0     [kernel.kallsyms]        [k] aio_complete_rw
     0.00%     0.00%  tclsh8.6         libmariadb.so.3          [.] 0x000000000001aa68
     0.00%     0.00%  kworker/17:2-di  [kernel.kallsyms]        [k] try_to_wake_up
     0.00%     0.00%  mariadbd         mariadbd                 [.] _ZN10Item_field11val_decimalEP10my_decimal
     0.00%     0.00%  kswapd0          [kernel.kallsyms]        [k] percpu_counter_add_batch
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d67ec7
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] complete
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]        [k] schedule
     0.00%     0.00%  mariadbd         mariadbd                 [.] 0x0000000000d184bd
     0.00%     0.00%  kworker/5:0      [kernel.kallsyms]        [k] try_to_wake_up
     0.00%     0.00%  kworker/5:0      [kernel.kallsyms]        [k] autoremove_wake_function
     0.00%     0.00%  mariadbd         [kernel.kallsyms]        [k] __es_find_extent_range
     0.00%     0.00%  kworker/17:3     [kernel.kallsyms]        [k] schedule
