# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 7080018978804
#
# Children      Self  Command          Shared Object      Symbol                                        
# ........  ........  ...............  .................  ..............................................
#
    61.25%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    61.24%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    61.20%     0.17%  swapper          [kernel.kallsyms]  [k] do_idle
    58.95%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    58.47%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    58.45%     0.10%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    54.65%    53.01%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
     9.65%     0.00%  kswapd1          [kernel.kallsyms]  [k] balance_pgdat
     9.65%     0.00%  kswapd1          [kernel.kallsyms]  [k] kswapd
     9.65%     0.00%  kswapd1          [kernel.kallsyms]  [k] kthread
     9.65%     0.00%  kswapd1          [kernel.kallsyms]  [k] ret_from_fork
     9.65%     0.00%  kswapd1          [kernel.kallsyms]  [k] shrink_node
     9.57%     0.08%  kswapd1          [kernel.kallsyms]  [k] shrink_lruvec
     7.26%     0.00%  kswapd1          [kernel.kallsyms]  [k] rmap_walk
     7.11%     0.17%  kswapd1          [kernel.kallsyms]  [k] rmap_walk_file
     6.56%     0.05%  kswapd1          [kernel.kallsyms]  [k] page_referenced
     6.14%     0.36%  kswapd1          [kernel.kallsyms]  [k] page_referenced_one
     5.08%     0.00%  kswapd1          [kernel.kallsyms]  [k] shrink_active_list
     4.61%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] asm_exc_page_fault
     4.60%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] exc_page_fault
     4.57%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] do_user_addr_fault
     4.48%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] handle_mm_fault
     4.46%     0.05%  Native-Transpor  [kernel.kallsyms]  [k] __handle_mm_fault
     4.12%     4.12%  kswapd1          [kernel.kallsyms]  [k] ptep_clear_flush_young
     4.05%     0.05%  kswapd1          [kernel.kallsyms]  [k] shrink_page_list
     4.00%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] filemap_fault
     4.00%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __do_fault
     3.88%     0.02%  Native-Transpor  [kernel.kallsyms]  [k] page_cache_ra_unbounded
     3.58%     0.00%  kswapd0          [kernel.kallsyms]  [k] balance_pgdat
     3.58%     0.00%  kswapd0          [kernel.kallsyms]  [k] kswapd
     3.58%     0.00%  kswapd0          [kernel.kallsyms]  [k] kthread
     3.58%     0.00%  kswapd0          [kernel.kallsyms]  [k] ret_from_fork
     3.58%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_lruvec
     3.58%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_node
     3.54%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] do_syscall_64
     3.54%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     3.43%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] do_page_cache_ra
     2.77%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __x64_sys_fadvise64
     2.77%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] generic_fadvise
     2.77%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] ksys_fadvise64_64
     2.61%     0.12%  kswapd0          [kernel.kallsyms]  [k] shrink_page_list
     2.59%     0.08%  NonPeriodicTask  [kernel.kallsyms]  [k] __invalidate_mapping_pages
     2.50%     0.04%  Native-Transpor  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     2.45%     0.02%  Native-Transpor  [kernel.kallsyms]  [k] add_to_page_cache_lru
     2.44%     0.02%  Native-Transpor  [kernel.kallsyms]  [k] do_syscall_64
     2.31%     0.00%  swapper          [kernel.kallsyms]  [k] arch_call_rest_init
     2.31%     0.00%  swapper          [kernel.kallsyms]  [k] rest_init
     2.31%     0.00%  swapper          [kernel.kallsyms]  [k] start_kernel
     2.31%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_kernel
     2.31%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_reservations
     2.27%     2.14%  swapper          [kernel.kallsyms]  [k] poll_idle
     1.93%     0.08%  Native-Transpor  [kernel.kallsyms]  [k] workingset_refault
     1.87%     0.14%  Native-Transpor  [kernel.kallsyms]  [k] __x64_sys_futex
