# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 865K of event 'cycles'
# Event count (approx.): 1662871207020
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                      
# ........  ........  ...............  ...................................  ............................................................................................................................................................
#
    36.70%     0.11%  Executor task l  [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
    36.08%     0.05%  Executor task l  [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
    31.97%     0.44%  Executor task l  [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
    31.23%     0.69%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_interrupt
    27.45%     0.54%  Executor task l  [kernel.kallsyms]                    [k] __hrtimer_run_queues
    26.91%     0.03%  Executor task l  [kernel.kallsyms]                    [k] __run_hrtimer
    25.86%     0.07%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_timer
    24.51%     0.12%  Executor task l  [kernel.kallsyms]                    [k] tick_sched_handle
    24.35%     0.97%  Executor task l  [kernel.kallsyms]                    [k] update_process_times
    17.74%     0.80%  Executor task l  [kernel.kallsyms]                    [k] scheduler_tick
    16.49%     0.04%  Executor task l  [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
    16.45%     0.03%  Executor task l  [kernel.kallsyms]                    [k] do_syscall_64
    10.88%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ksys_read
    10.75%     0.06%  Executor task l  [kernel.kallsyms]                    [k] vfs_read
    10.59%     0.06%  Executor task l  [kernel.kallsyms]                    [k] new_sync_read
    10.49%     0.16%  Executor task l  [kernel.kallsyms]                    [k] filemap_read
     8.08%     0.98%  Executor task l  [kernel.kallsyms]                    [k] task_tick_fair
     6.95%     0.60%  Executor task l  [kernel.kallsyms]                    [k] perf_event_task_tick
     6.35%     2.81%  Executor task l  [kernel.kallsyms]                    [k] perf_adjust_freq_unthr_context
     5.44%     0.03%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter
     5.41%     0.06%  Executor task l  [kernel.kallsyms]                    [k] copy_page_to_iter_iovec
     5.36%     5.22%  Executor task l  [kernel.kallsyms]                    [k] copy_user_generic_string
     4.26%     0.02%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_pages
     3.67%     0.00%  Executor task l  [kernel.kallsyms]                    [k] __x64_sys_openat
     3.67%     0.01%  Executor task l  [kernel.kallsyms]                    [k] do_sys_openat2
     3.39%     1.48%  Executor task l  [kernel.kallsyms]                    [k] update_load_avg
     3.32%     0.02%  Executor task l  [kernel.kallsyms]                    [k] do_filp_open
     3.30%     0.26%  Executor task l  [kernel.kallsyms]                    [k] __irq_exit_rcu
     3.29%     0.02%  Executor task l  [kernel.kallsyms]                    [k] path_openat
     3.11%     0.02%  Executor task l  [kernel.kallsyms]                    [k] amd_pmu_disable_all
     2.87%     1.38%  Executor task l  [kernel.kallsyms]                    [k] account_user_time
     2.81%     0.02%  Executor task l  [kernel.kallsyms]                    [k] page_cache_ra_unbounded
     2.74%     0.53%  Executor task l  [kernel.kallsyms]                    [k] __softirqentry_text_start
     2.12%     1.85%  Executor task l  [kernel.kallsyms]                    [k] x86_pmu_disable_all
     2.03%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] kcompactd
     2.03%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] kthread
     2.03%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] ret_from_fork
     2.02%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] compact_zone
     2.02%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] proactive_compact_node
     2.02%     1.95%  Executor task l  [kernel.kallsyms]                    [k] ktime_get_update_offsets_now
     1.96%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] migrate_pages
     1.96%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] unmap_and_move
     1.94%     0.00%  kswapd0          [kernel.kallsyms]                    [k] kswapd
     1.94%     0.00%  kswapd0          [kernel.kallsyms]                    [k] kthread
     1.94%     0.00%  kswapd0          [kernel.kallsyms]                    [k] ret_from_fork
     1.94%     0.00%  kswapd0          [kernel.kallsyms]                    [k] balance_pgdat
     1.94%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_node
     1.94%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_node_memcgs
     1.92%     1.12%  Executor task l  [kernel.kallsyms]                    [k] update_curr
     1.86%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_lruvec
     1.79%     0.15%  Executor task l  [kernel.kallsyms]                    [k] rcu_sched_clock_irq
     1.64%     0.00%  kswapd0          [kernel.kallsyms]                    [k] shrink_inactive_list
     1.37%     0.11%  Executor task l  [kernel.kallsyms]                    [k] rcu_core
     1.33%     0.72%  Executor task l  [kernel.kallsyms]                    [k] filemap_get_read_batch
     1.31%     0.44%  Executor task l  [kernel.kallsyms]                    [k] rcu_pending
     1.31%     0.88%  Executor task l  [kernel.kallsyms]                    [k] __cgroup_account_cputime_field
     1.25%     0.00%  swapper          [kernel.kallsyms]                    [k] cpu_startup_entry
     1.25%     0.00%  swapper          [kernel.kallsyms]                    [k] secondary_startup_64_no_verify
     1.25%     0.01%  swapper          [kernel.kallsyms]                    [k] do_idle
     1.24%     0.07%  kswapd0          [kernel.kallsyms]                    [k] shrink_page_list
     1.15%     0.16%  Executor task l  [kernel.kallsyms]                    [k] exit_to_user_mode_prepare
     1.14%     1.02%  Executor task l  [kernel.kallsyms]                    [k] ktime_get
     1.09%     0.01%  Executor task l  [kernel.kallsyms]                    [k] read_pages
     1.09%     0.03%  Executor task l  [kernel.kallsyms]                    [k] do_open
     1.09%     0.01%  swapper          [kernel.kallsyms]                    [k] cpuidle_idle_call
     1.08%     0.00%  G1 Refine#0      [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     1.06%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] __unmap_and_move
     1.06%     0.00%  G1 Refine#0      [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
     1.05%     0.97%  Executor task l  [kernel.kallsyms]                    [k] __update_load_avg_se
     1.01%     0.03%  Executor task l  [kernel.kallsyms]                    [k] lookup_fast
     0.99%     0.57%  Executor task l  [kernel.kallsyms]                    [k] update_rq_clock_task
     0.98%     0.96%  Executor task l  [kernel.kallsyms]                    [k] __d_lookup_rcu
     0.97%     0.27%  Executor task l  [kernel.kallsyms]                    [k] amd_pmu_wait_on_overflow
     0.96%     0.00%  G1 Refine#1      [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     0.96%     0.01%  Executor task l  [kernel.kallsyms]                    [k] add_to_page_cache_lru
     0.95%     0.01%  G1 Refine#0      [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
     0.94%     0.00%  G1 Refine#1      [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
     0.93%     0.02%  G1 Refine#0      [kernel.kallsyms]                    [k] hrtimer_interrupt
     0.89%     0.00%  swapper          [kernel.kallsyms]                    [k] cpuidle_enter
     0.89%     0.02%  swapper          [kernel.kallsyms]                    [k] cpuidle_enter_state
     0.89%     0.03%  Executor task l  [kernel.kallsyms]                    [k] exit_to_user_mode_loop
     0.86%     0.84%  Executor task l  [kernel.kallsyms]                    [k] __update_load_avg_cfs_rq
     0.85%     0.85%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_active
     0.84%     0.00%  G1 Refine#2      [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     0.83%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] compaction_alloc
     0.83%     0.01%  G1 Refine#1      [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
     0.83%     0.06%  kcompactd0       [kernel.kallsyms]                    [k] isolate_freepages
     0.83%     0.02%  kcompactd0       [kernel.kallsyms]                    [k] move_to_new_page
     0.82%     0.00%  G1 Refine#2      [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
     0.82%     0.07%  Executor task l  [kernel.kallsyms]                    [k] link_path_walk.part.0
     0.81%     0.02%  G1 Refine#1      [kernel.kallsyms]                    [k] hrtimer_interrupt
     0.81%     0.02%  G1 Refine#0      [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.81%     0.81%  Executor task l  [kernel.kallsyms]                    [k] check_cpu_stall
     0.80%     0.00%  kcompactd0       [kernel.kallsyms]                    [k] migrate_page
     0.79%     0.00%  G1 Refine#0      [kernel.kallsyms]                    [k] __run_hrtimer
     0.79%     0.00%  G1 Conc#5        [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     0.78%     0.00%  G1 Conc#4        [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     0.78%     0.00%  G1 Conc#0        [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     0.78%     0.00%  G1 Conc#5        [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
     0.77%     0.00%  G1 Conc#0        [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
     0.77%     0.00%  G1 Conc#4        [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
     0.77%     0.00%  G1 Conc#2        [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     0.77%     0.00%  G1 Conc#1        [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     0.77%     0.77%  Executor task l  [kernel.kallsyms]                    [k] update_cfs_group
     0.77%     0.00%  G1 Conc#3        [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     0.76%     0.00%  G1 Refine#0      [kernel.kallsyms]                    [k] tick_sched_timer
     0.75%     0.00%  G1 Conc#3        [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
     0.75%     0.00%  G1 Conc#2        [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
     0.75%     0.00%  G1 Conc#1        [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
