# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 366  of event 'cycles'
# Event count (approx.): 1058087613971
#
# Children      Self  Command          Shared Object      Symbol                                        
# ........  ........  ...............  .................  ..............................................
#
    65.57%     0.00%  postgres         [kernel.kallsyms]  [k] do_syscall_64
    65.57%     0.00%  postgres         [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
    62.48%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_exit_group
    62.48%     0.00%  postgres         [kernel.kallsyms]  [k] do_exit
    62.48%     0.00%  postgres         [kernel.kallsyms]  [k] do_group_exit
    62.48%     0.00%  postgres         [kernel.kallsyms]  [k] exit_mmap
    62.48%     0.00%  postgres         [kernel.kallsyms]  [k] mmput
    62.33%     0.00%  postgres         [kernel.kallsyms]  [k] unmap_single_vma
    62.33%     0.00%  postgres         [kernel.kallsyms]  [k] unmap_vmas
    59.30%    43.78%  postgres         [kernel.kallsyms]  [k] unmap_page_range
    33.71%     0.00%  swapper          [kernel.kallsyms]  [k] do_idle
    33.71%     0.00%  swapper          [kernel.kallsyms]  [k] cpu_startup_entry
    33.71%     0.00%  swapper          [kernel.kallsyms]  [k] secondary_startup_64_no_verify
    33.71%     0.00%  swapper          [kernel.kallsyms]  [k] start_secondary
    33.71%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter
    33.71%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_enter_state
    33.71%    31.76%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0
     9.20%     0.00%  postgres         [kernel.kallsyms]  [k] free_pages_and_swap_cache
     9.20%     0.00%  postgres         [kernel.kallsyms]  [k] tlb_flush_mmu
     6.35%     6.20%  postgres         [kernel.kallsyms]  [k] release_pages
     3.22%     3.20%  postgres         [kernel.kallsyms]  [k] mark_page_accessed
     3.10%     0.02%  postgres         [kernel.kallsyms]  [k] ext4_buffered_write_iter
     3.10%     0.00%  postgres         [kernel.kallsyms]  [k] __x64_sys_pwrite64
     3.10%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_file_write_iter
     3.10%     0.00%  postgres         [kernel.kallsyms]  [k] new_sync_write
     3.10%     0.00%  postgres         [kernel.kallsyms]  [k] vfs_write
     3.08%     0.00%  postgres         [kernel.kallsyms]  [k] generic_perform_write
     3.00%     3.00%  postgres         [kernel.kallsyms]  [k] vm_normal_page
     2.93%     0.00%  postgres         [kernel.kallsyms]  [k] ext4_da_write_begin
     2.90%     2.90%  postgres         [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     2.86%     0.00%  postgres         [kernel.kallsyms]  [k] grab_cache_page_write_begin
     2.86%     0.00%  postgres         [kernel.kallsyms]  [k] pagecache_get_page
     2.85%     0.02%  postgres         [kernel.kallsyms]  [k] pagevec_lru_move_fn
     2.85%     0.00%  postgres         [kernel.kallsyms]  [k] lru_add_drain
     2.85%     0.00%  postgres         [kernel.kallsyms]  [k] lru_add_drain_cpu
     2.83%     0.00%  postgres         [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     2.83%     0.00%  postgres         [kernel.kallsyms]  [k] lock_page_lruvec_irqsave
     2.82%     0.03%  postgres         [kernel.kallsyms]  [k] get_page_from_freelist
     2.82%     0.00%  postgres         [kernel.kallsyms]  [k] __alloc_pages
     2.82%     0.00%  postgres         [kernel.kallsyms]  [k] alloc_pages
     2.79%     2.79%  postgres         [kernel.kallsyms]  [k] clear_page_erms
     1.95%     1.95%  swapper          [unknown]          [.] 0000000000000000
     1.95%     1.93%  postgres         [kernel.kallsyms]  [k] page_remove_rmap
     1.29%     1.29%  postgres         [kernel.kallsyms]  [k] irq_work_run_list
     1.29%     0.00%  postgres         [kernel.kallsyms]  [k] __hrtimer_run_queues
     1.29%     0.00%  postgres         [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     1.29%     0.00%  postgres         [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     1.29%     0.00%  postgres         [kernel.kallsyms]  [k] hrtimer_interrupt
     1.29%     0.00%  postgres         [kernel.kallsyms]  [k] irq_work_tick
     1.29%     0.00%  postgres         [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
